city,osm_id,type,amenity_type,name,lat,lon,address,phone,website,opening_hours,wheelchair,scraped_at
Tunis,1239854800,node,dentist,Dr. Ben Slema,36.8288377,10.1340946,,,,,,2026-02-15T13:30:52.498381
Tunis,1240953942,node,post_office,Rapide Post,36.8361584,10.1494119,,,,,,2026-02-15T13:30:52.498381
Tunis,1241932315,node,fast_food,تركي,36.8382758,10.1566448,,,,,,2026-02-15T13:30:52.498381
Tunis,1241932338,node,cafe,Olivier Bleu,36.8356257,10.1588786,,,,,,2026-02-15T13:30:52.498381
Tunis,1241932373,node,restaurant,The House,36.835735,10.158994,,,,,,2026-02-15T13:30:52.498381
Tunis,1241932429,node,cafe,Folla,36.8347687,10.1571934,,,,,,2026-02-15T13:30:52.498381
Tunis,1241932500,node,pharmacy,,36.8380065,10.1567819,,,,,,2026-02-15T13:30:52.498381
Tunis,1241932561,node,cafe,,36.8347629,10.1573458,,,,,,2026-02-15T13:30:52.498381
Tunis,1241932587,node,pharmacy,,36.8348776,10.1577247,,,,,,2026-02-15T13:30:52.498381
Tunis,1241949920,node,bank,بنك تونس العربي الدولي,36.8391573,10.1576601,,,,,,2026-02-15T13:30:52.498381
Tunis,1241949926,node,cafe,,36.8365342,10.1589735,,,,,,2026-02-15T13:30:52.498381
Tunis,1241949949,node,cafe,Palmeraie,36.8457647,10.1610196,,,,,,2026-02-15T13:30:52.498381
Tunis,1241949956,node,fast_food,Brooklin,36.8391329,10.1581239,,,,,,2026-02-15T13:30:52.498381
Tunis,1241949990,node,fast_food,Pyramide,36.8388728,10.1579995,,,,,,2026-02-15T13:30:52.498381
Tunis,1241950007,node,cafe,الأقواس,36.8361092,10.1597137,,,,,,2026-02-15T13:30:52.498381
Tunis,1241950021,node,restaurant,هوليوود,36.8363224,10.1593084,,,,,,2026-02-15T13:30:52.498381
Tunis,1246265960,node,place_of_worship,جامع الفلاح,36.8271103,10.1834841,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788410,node,pharmacy,,36.8354149,10.15197,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788411,node,fast_food,,36.8350466,10.1488271,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788413,node,fast_food,,36.8351195,10.1499943,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788414,node,bank,,36.8350982,10.1466599,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788415,node,pharmacy,,36.8370946,10.1449325,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788419,node,car_rental,,36.8350509,10.1476523,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788421,node,pharmacy,,36.8350381,10.1481673,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788422,node,cafe,,36.8351882,10.1499863,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788423,node,cafe,,36.8354116,10.148237,,,,,,2026-02-15T13:30:52.498381
Tunis,1246788426,node,college,,36.8357894,10.1470676,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399635,node,pharmacy,,36.8427534,10.1605178,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399639,node,fast_food,Abou Firas,36.8471343,10.1672582,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399640,node,pharmacy,,36.8396323,10.1560627,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399642,node,post_box,,36.8473404,10.1674514,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399645,node,pharmacy,,36.8405532,10.1606788,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399646,node,fast_food,,36.8466535,10.1661183,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399647,node,pharmacy,,36.8426008,10.1644035,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399649,node,cafe,Lailli El Manar,36.8419119,10.1574306,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399651,node,fountain,,36.8457413,10.165842,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399652,node,cafe,Lilla Arbia,36.8415101,10.1561476,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399653,node,atm,,36.8430238,10.1652224,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399658,node,cafe,Le Montmartre,36.8450974,10.1655684,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399661,node,bank,,36.8415857,10.1631008,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399663,node,restaurant,شيليز,36.8370026,10.1616095,,,,,,2026-02-15T13:30:52.498381
Tunis,1247399664,node,bank,التجاري بنك,36.842422,10.164238,,,,,,2026-02-15T13:30:52.498381
Tunis,1249785574,node,car_rental,,36.8382289,10.1562775,,,,,,2026-02-15T13:30:52.498381
Tunis,1249785593,node,doctors,,36.8427663,10.1613526,,,,,,2026-02-15T13:30:52.498381
Tunis,1249785609,node,bank,,36.8388644,10.1570799,,,,,,2026-02-15T13:30:52.498381
Tunis,1252660123,node,bus_station,,36.7921295,10.1821633,,,,,,2026-02-15T13:30:52.498381
Tunis,1253145785,node,place_of_worship,,36.8001675,10.1757844,,,,,,2026-02-15T13:30:52.498381
Tunis,1257405609,node,place_of_worship,Mosquée Sidi El Bechir,36.7918867,10.1766488,,,,,,2026-02-15T13:30:52.498381
Tunis,1258833275,node,place_of_worship,,36.8062464,10.1632414,,,,,,2026-02-15T13:30:52.498381
Tunis,1258833325,node,police,,36.8051655,10.169515,,,,,,2026-02-15T13:30:52.498381
Tunis,1261495382,node,pharmacy,صيدلية المعالج,36.8222055,10.1795921,,,,,,2026-02-15T13:30:52.498381
Tunis,1262139476,node,theatre,التياترو,36.813931,10.1737053,Avenue Ouled Haffouz,+216 71 894 313,http://www.elteatro.net/,,,2026-02-15T13:30:52.498381
Tunis,1296095858,node,pharmacy,,36.8081425,10.1374943,,,,,,2026-02-15T13:30:52.498381
Tunis,1296095862,node,pharmacy,صيدلية زوايدي حسين,36.8093066,10.137049,,,,,,2026-02-15T13:30:52.498381
Tunis,1296095863,node,pharmacy,,36.8130815,10.1451547,,,,,,2026-02-15T13:30:52.498381
Tunis,1296095864,node,pharmacy,صيدلية ليلى ميلي غديرة,36.8129529,10.1311267,شارع المنجي سليم,+216 71 663330,,,,2026-02-15T13:30:52.498381
Tunis,1296095865,node,pharmacy,صيدلية لطيفة الباسطي حرم يوسفي,36.8127938,10.1365236,شارع فطومة بورقيبة,,,,,2026-02-15T13:30:52.498381
Tunis,1296095874,node,pharmacy,,36.8098572,10.13893,,,,,,2026-02-15T13:30:52.498381
Tunis,1296104148,node,pharmacy,Pharmacie Lamia Largueche,36.8069549,10.1344806,,,,,,2026-02-15T13:30:52.498381
Tunis,1296104150,node,pharmacy,Pharmacie Majed Turki,36.807945,10.139313,,,,,,2026-02-15T13:30:52.498381
Tunis,1296104154,node,place_of_worship,,36.8110073,10.1396885,,,,,,2026-02-15T13:30:52.498381
Tunis,1296230430,node,pharmacy,,36.8448935,10.1833941,,,,,,2026-02-15T13:30:52.498381
Tunis,1296231029,node,pharmacy,Pharmacie Centre Kobbi,36.8496358,10.1825921,,,,,,2026-02-15T13:30:52.498381
Tunis,1328643124,node,kindergarten,Jardin d'enfants Mistigri,36.8343593,10.1729481,نهج المصحة,,,,,2026-02-15T13:30:52.498381
Tunis,1453706523,node,cafe,Coeur Sucrée,36.837013,10.1499666,,,,,,2026-02-15T13:30:52.498381
Tunis,1453706544,node,public_building,اللجنة الوطنية التونسية للتربية و العلم و الثقافة,36.8372726,10.1482725,,,,,,2026-02-15T13:30:52.498381
Tunis,1453950319,node,cafe,,36.8192393,10.1573084,,,,,,2026-02-15T13:30:52.498381
Tunis,1453950320,node,marketplace,,36.8208248,10.157784,,,,,,2026-02-15T13:30:52.498381
Tunis,1453950322,node,cafe,Kawekeb,36.8182258,10.1663796,,,,,,2026-02-15T13:30:52.498381
Tunis,1453950324,node,cafe,,36.8240661,10.150914,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877943,node,bank,بنك الأمان,36.8500078,10.1760034,Avenue de la Liberté,+216 71 238 941,,,,2026-02-15T13:30:52.498381
Tunis,1455877951,node,bank,التجاري بنك,36.8464541,10.1675883,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877960,node,bank,التجاري بنك,36.848967,10.1734574,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877963,node,library,Bibliotheque municipale Menzah 5,36.8479716,10.175446,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877976,node,cafe,Café Amal,36.847385,10.175549,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877977,node,cafe,Café Chams,36.8476613,10.1753369,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877978,node,community_centre,Centre Culturel et Sportifs des Jeunes Menzah 6,36.8466869,10.1684425,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877979,node,school,Collège Pilote Menzah 5,36.8440348,10.1687515,شارع أفريقيا,,,,,2026-02-15T13:30:52.498381
Tunis,1455877981,node,school,École Primaire d'El Menzah 5,36.8469405,10.178777,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877986,node,restaurant,Fakhr Eddine,36.8486067,10.1708355,,+216 71 752 458,,,,2026-02-15T13:30:52.498381
Tunis,1455877990,node,cafe,Olivero,36.8454651,10.1672247,,,,,,2026-02-15T13:30:52.498381
Tunis,1455877993,node,food_court,Pizza Big Smile,36.8480843,10.1802158,,,,,,2026-02-15T13:30:52.498381
Tunis,1455878004,node,cafe,Trait d'union,36.8478601,10.165595,,,,,,2026-02-15T13:30:52.498381
Tunis,1455878006,node,cafe,Trocadero,36.8442428,10.1710215,,,,,,2026-02-15T13:30:52.498381
Tunis,1455878040,node,pharmacy,,36.8460663,10.1673944,,,,,,2026-02-15T13:30:52.498381
Tunis,1455878050,node,police,,36.8474626,10.1670915,,,,,,2026-02-15T13:30:52.498381
Tunis,1456161585,node,fast_food,,36.8446782,10.1541036,,,,,,2026-02-15T13:30:52.498381
Tunis,1456161591,node,pharmacy,,36.8442747,10.1537978,,,,,,2026-02-15T13:30:52.498381
Tunis,1456161592,node,police,,36.8380281,10.1574886,,,,,,2026-02-15T13:30:52.498381
Tunis,1456161600,node,cafe,,36.8448456,10.1540285,,,,,,2026-02-15T13:30:52.498381
Tunis,1456161602,node,fast_food,باغيت وباغيت,36.8450817,10.1530522,,,,,,2026-02-15T13:30:52.498381
Tunis,1456194330,node,place_of_worship,جامع الرياض,36.8163172,10.1295026,,,,,,2026-02-15T13:30:52.498381
Tunis,1459109251,node,fast_food,,36.838532,10.144356,,,,,,2026-02-15T13:30:52.498381
Tunis,1459122096,node,police,,36.8364939,10.1425641,,,,,,2026-02-15T13:30:52.498381
Tunis,1469143531,node,cafe,,36.838528,10.144388,,,,,,2026-02-15T13:30:52.498381
Tunis,1469144973,node,cafe,,36.838046,10.156522,,,,,,2026-02-15T13:30:52.498381
Tunis,1469145420,node,internet_cafe,,36.838008,10.156307,,,,,,2026-02-15T13:30:52.498381
Tunis,1469155576,node,atm,التجاري بنك,36.842428,10.164268,,,,,,2026-02-15T13:30:52.498381
Tunis,1474503589,node,townhall,منحة العمل,36.79968,10.190699,,,,,,2026-02-15T13:30:52.498381
Tunis,1478346170,node,townhall,CPR Tunis,36.795876,10.183478,,,,,,2026-02-15T13:30:52.498381
Tunis,1481560780,node,bank,مصرف الزيتونة,36.79576,10.18291,,,,,,2026-02-15T13:30:52.498381
Tunis,1483271014,node,bank,BIAT,36.8092889,10.183605,,,,,,2026-02-15T13:30:52.498381
Tunis,1491339525,node,pharmacy,Pharmacie Fennira Taoufik,36.836394,10.1661917,,+216 71 891 604,,,,2026-02-15T13:30:52.498381
Tunis,1491348674,node,cafe,فان فود,36.8408272,10.1537405,,,,,,2026-02-15T13:30:52.498381
Tunis,1528087213,node,post_office,مكتب البريد شارل ديغول,36.7966448,10.1781019,,,,,,2026-02-15T13:30:52.498381
Tunis,1528087549,node,post_office,Tunis Thameur,36.8013505,10.1788126,,,,,,2026-02-15T13:30:52.498381
Tunis,1528090448,node,post_office,Tunis Bab Khadhra,36.8127793,10.1766773,,,,,,2026-02-15T13:30:52.498381
Tunis,1563438166,node,bank,بنك الإسكان,36.8096644,10.1835529,,,,,,2026-02-15T13:30:52.498381
Tunis,1602024386,node,cafe,Café des Banques,36.8064262,10.1841628,,,,,,2026-02-15T13:30:52.498381
Tunis,1602024886,node,cafe,El Kenz,36.8084957,10.183859,,,,,,2026-02-15T13:30:52.498381
Tunis,1602025079,node,pharmacy,,36.8072561,10.1840109,,,,,,2026-02-15T13:30:52.498381
Tunis,1602040219,node,cafe,Café Elissa,36.8063494,10.1833261,,,,,,2026-02-15T13:30:52.498381
Tunis,1672777241,node,parking,,36.8095988,10.183562,,,,,,2026-02-15T13:30:52.498381
Tunis,1684609580,node,pharmacy,Bahri Khaled,36.8181389,10.1679264,,,,,,2026-02-15T13:30:52.498381
Tunis,1684612337,node,pharmacy,,36.8131763,10.1771048,,,,,,2026-02-15T13:30:52.498381
Tunis,1684620354,node,place_of_worship,,36.8124406,10.1672318,,,,,,2026-02-15T13:30:52.498381
Tunis,1684669035,node,pharmacy,صيدلية الليل,36.8116847,10.165531,,,,,,2026-02-15T13:30:52.498381
Tunis,1813725520,node,post_office,La Poste - El Menzah 6,36.8476071,10.1658416,,,,,,2026-02-15T13:30:52.498381
Tunis,1833739651,node,cafe,Café Garna,36.8502602,10.1924272,,,,,,2026-02-15T13:30:52.498381
Tunis,1864949042,node,cafe,كابوتشينو,36.818168,10.1833967,,,,,,2026-02-15T13:30:52.498381
Tunis,1867434188,node,cafe,قهوة حسام,36.830245,10.1391992,Rue 6626,,,,,2026-02-15T13:30:52.498381
Tunis,1867434191,node,fast_food,,36.8292944,10.1361297,,,,,,2026-02-15T13:30:52.498381
Tunis,1867434215,node,cafe,,36.8288645,10.1350016,,,,,,2026-02-15T13:30:52.498381
Tunis,1867457139,node,cafe,قهوة الحاج مولدي السحار الله يرحمو,36.8295544,10.1381132,Rue Ibn El Khatib,,,,,2026-02-15T13:30:52.498381
Tunis,1867457146,node,pharmacy,صيدلية الليل,36.8247427,10.1395628,شارع ابن الخطيب,,,,,2026-02-15T13:30:52.498381
Tunis,1867457168,node,fast_food,,36.8248955,10.1395295,,,,,,2026-02-15T13:30:52.498381
Tunis,1995709374,node,cafe,كافا جافا,36.8493936,10.174611,,,,,,2026-02-15T13:30:52.498381
Tunis,2039897837,node,post_office,Bureau de Poste B.A.D. (1017),36.8067892,10.1840381,شارع غانا,,,,,2026-02-15T13:30:52.498381
Tunis,2039897965,node,cafe,Café 100%,36.8083962,10.183875,,,,,,2026-02-15T13:30:52.498381
Tunis,2098902718,node,cafe,Café Mondial,36.7986544,10.1825011,Rue Ibn Khaldoun,,,,,2026-02-15T13:30:52.498381
Tunis,2157231102,node,cafe,Café Phénicia,36.8062251,10.1813119,,,,,,2026-02-15T13:30:52.498381
Tunis,2157231103,node,cafe,Café Al Khairat,36.8087987,10.1833328,,,,,,2026-02-15T13:30:52.498381
Tunis,2157231104,node,cafe,Café Milanello,36.807309,10.1815278,شارع جان جوريس,,,,,2026-02-15T13:30:52.498381
Tunis,2157231105,node,cafe,Cult,36.8086116,10.1833699,,,,,,2026-02-15T13:30:52.498381
Tunis,2164454052,node,doctors,Dr. Guermassi Khaled,36.805736,10.176673,,,,,,2026-02-15T13:30:52.498381
Tunis,2171881299,node,cafe,,36.817568,10.175823,,,,,,2026-02-15T13:30:52.498381
Tunis,2174217770,node,car_wash,,36.845444,10.155056,,,,,,2026-02-15T13:30:52.498381
Tunis,2306410635,node,restaurant,نادي الضباط,36.8211086,10.1756737,,,,24/7,,2026-02-15T13:30:52.498381
Tunis,2306456791,node,restaurant,El Matador,36.8445194,10.1737282,,,,,,2026-02-15T13:30:52.498381
Tunis,2359199579,node,school,مدرسة مالك الصغير,36.8353354,10.1463293,,,,,,2026-02-15T13:30:52.498381
Tunis,2404000329,node,recycling,,36.8331216,10.1968213,شارع لوي براي,+216 71 770 024,,,,2026-02-15T13:30:52.498381
Tunis,2513642232,node,bank,التجاري بنك,36.8161883,10.1790938,شارع الحرية,+216 71 834 402,,,,2026-02-15T13:30:52.498381
Tunis,2513643791,node,bank,البنك العربي لتونس,36.8160287,10.1791117,شارع الحرية,+216 71 288 022,,,,2026-02-15T13:30:52.498381
Tunis,2514587987,node,marketplace,Marché Lafayette,36.8122077,10.1810823,,,,,,2026-02-15T13:30:52.498381
Tunis,2514587989,node,parking,Parking Lafayette,36.8123194,10.1814869,,,,,,2026-02-15T13:30:52.498381
Tunis,2537049183,node,bus_station,10 ديسمبر 1984,36.8444552,10.1845505,,,,,,2026-02-15T13:30:52.498381
Tunis,2636635986,node,doctors,Jugurtha Medical,36.8313818,10.1686768,شارع يوغرطة,+216 71 843 571,http://www.jugurtha-medical.com/,,,2026-02-15T13:30:52.498381
Tunis,2636636049,node,cafe,,36.8312073,10.1689249,,,,,,2026-02-15T13:30:52.498381
Tunis,2636636052,node,pharmacy,,36.8312535,10.1688021,,,,,,2026-02-15T13:30:52.498381
Tunis,2687085457,node,place_of_worship,mosquée Al Salam,36.807719,10.1404021,,,,,,2026-02-15T13:30:52.498381
Tunis,2706703550,node,restaurant,Restaurant universitaire Bouchoucha,36.805796,10.1509065,,,,,,2026-02-15T13:30:52.498381
Tunis,2706703551,node,place_of_worship,مسجد برج زوارة,36.8070742,10.1549908,,,,,,2026-02-15T13:30:52.498381
Tunis,2706721657,node,place_of_worship,مسجد العمران,36.8184236,10.167245,,,,,,2026-02-15T13:30:52.498381
Tunis,2792073601,node,cafe,Dar El Galia,36.844524,10.206115,,,,,,2026-02-15T13:30:52.498381
Tunis,2817062703,node,college,IMSET Jamel Abdennaser,36.7953895,10.1790157,نهج جمال عبد الناصر,+216 71 796 679,https://www.imset.ens.tn/fr/103/imset-jamel-abdennaser,,,2026-02-15T13:30:52.498381
