"cod_ann","titre","type_transaction","region","gouvernorat","delegation","localite","nature","type_bien","nombre_chambres","nombre_pieces","surface_couverte","surface_jardin","surface_terrain","etage","meuble","parking","piscine","ascenseur","standing","etat","annee_construction","prix_montant","prix_texte","prix_complet","telephone_principal","telephones","telephones_listing","avec_photo","professionnel","nb_images","image_principale","image_1","image_2","image_3","image_4","image_5","image_6","image_7","image_8","date_modification","date_insertion","date_mise_a_jour","url","description_complete","description_courte","image_10","image_11","image_12","image_13","image_14","image_15","image_16","image_17","image_18","image_19","image_20","image_21","image_22","image_23","image_9","nombre_salles_bain","nombre_salons","rech_cod_loc","rech_cod_vil","type_logement","url_detail"
"3451565","Appartement au bardo s3","vente","Le Bardo","Tunis","Le Bardo","Le Bardo","Vente","App. 3 pièc","","3","100","","","4","","","","","","","","250000","250 000","250 000 Dinar Tunisien (TND)","29632952","29632952","","True","False","5","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/777910_20260220_140656.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/777910_20260220_140656.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/777910_20260220_140716.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/777910_20260220_140729.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/777910_20260220_140739.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/777910_20260220_140749.jpg","","","","20/02/2026","20/02/2026 14:08","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3451565&titre=Appartement%20au%20bardo%20s3","Offres  > Vente  > Appart. 3 pièces Tunisie  > Tunis  > Le Bardo  > Le Bardo le bardo 100 m² 250 000 Dinar Tunisien (TND) agence immobilière la méditerranée bardo vous propose à la vente un appartement s3 situé au 4ème étage d’une résidence composée de quatre niveaux, sécurisée et gardée, en plein centre du bardo, à proximité immédiate de la station de métro. il se compose d’un grand salon spacieux et lumineux avec une terrasse de 10m². la cuisine est entièrement aménagée avec des éléments de rangement et accès sur un séchoir. la partie nuit loge trois chambres dont une avec placard et d’une salle de bain commune. cet appartement est équipé du chauffage central, un bien confortable et bien situé, idéal pour une vie familiale ou un investissement rentable. 20/02/2026 20/02/2026","agence immobilière la méditerranée bardo vous propose à la vente un appartement s3 situé au 4ème étage d’une résidence composée de quatre niveaux, sécurisée et gardée, en plein centre du bardo, à prox ...');","","","","","","","","","","","","","","","","","","1011909","10119","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3451565"
"3451564","Appartements s3 de chez","vente","La Soukra","Ariana","La Soukra","La Soukra","Vente","App. 4 pièc","3","4","139","","","","","True","","","","","","443000","443 000","443 000 Dinar Tunisien (TND)","95404051","95404051","","True","False","3","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/733394_20260220_132811.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/733394_20260220_132811.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/733394_20260220_132905.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/733394_20260220_132944.jpg","","","","","","20/02/2026","20/02/2026 14:04","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3451564&titre=Appartements%20s3%20de%20chez%20un%20promoteur","Offres  > Vente  > Appart. 4 pièces Tunisie  > Ariana  > La Soukra  > La Soukra la soukra proximité la closerie 122 m² 443 000 Dinar Tunisien (TND) immobilière maximum présente à la vente des appartements neufs en s+3 dans une résidence à la soukra pas loin de la closerie . superficies de 122 à 139m2 place de parking au sous-sol les prix varient de 422.000 à 485.000 dt.contact :95 404 051 20/02/2026 20/02/2026","immobilière maximum  présente à la vente des appartements neufs en s+3 dans une résidence  à la soukra pas loin de la closerie . <br/>superficies de 122 à 139m2 <br/>place de parking au sous-sol  <br/ ...');","","","","","","","","","","","","","","","","","","1020448","10204","S+3","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3451564"
"3450532","Un appartement s3 au rdc a ma","vente","El Manar 2","Tunis","El Menzah","El Manar 2","Vente","App. 4 pièc","3","4","90","","","","","","","","","","","270000","270 000","270 000 Dinar Tunisien (TND)","53351390","53351390","","False","False","23","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/config/this_srv.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/b_publier_annonce.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","20/02/2026","13/02/2026 11:35","20/02/2026 14:03","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3450532&titre=Un%20appartement%20s3%20au%20rdc%20a%20manar%202","Offres  > Vente  > Appart. 4 pièces Tunisie  > Tunis  > El Menzah  > El Manar 2 manar 2 prés de brooklyn 90 m² 270 000 Dinar Tunisien (TND) une experte en immobilier met a votre disposition un appartement s+3 au rdc a vendre situé a manar 2 prés de brooklyn. cet appartement est se trouve dans une résidence calme et bien sécurisée. *bon emplacement ( prés de toutes les commodités ) *frais de vente: 270.000dt *frais de visite: 30dt pour plus de renseignent merci de nous contacter sur les numéros suivants: 53351390 13/02/2026 20/02/2026","une experte en immobilier met a votre disposition un appartement s+3 au rdc a vendre situé a manar 2 prés de brooklyn. <br/>cet appartement est se trouve dans une résidence calme et bien sécurisée. <b ...');","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/carte_tunisie_mini.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","","","1010808","10108","S+3","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3450532"
"3280051","Terrain à el menzah","vente","El Menzah 1","Tunis","El Menzah","El Menzah 1","Vente","Maisons","","","180","","","","","","","","","","","1950000","1 950 000","1 950 000 Dinar Tunisien (TND)","29924041","29924041","","True","True","1","http://www.tunisie-annonce.com/upload2/202401/tunisie-annonce.com/photos/631978_20240105_175904.jpg","http://www.tunisie-annonce.com/upload2/202401/tunisie-annonce.com/photos/631978_20240105_175904.jpg","","","","","","","","20/02/2026","05/01/2024 18:01","20/02/2026 14:01","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3280051&titre=Terrain%20%E0%20el%20menzah%201","Offres  > Vente  > Maisons Tunisie  > Tunis  > El Menzah  > El Menzah 1 912 m² 1 950 000 Dinar Tunisien (TND) l’agence immobilière good life vous propose à la vente une vieille villa des années 50 d’environ 180 m² sur un seul niveau sur un terrain de 912m² d’une forme rectangulaire avec une façade d’environ 23 mètres à el menzah 1. possibilité de construire jusqu’à r+3 et r+5 zone uh4. pour une visite ou plus d'informations contacter votre courtier en immobilier myriam zahaf au 29924041 05/01/2024 20/02/2026","l’agence immobilière good life vous propose à la vente une vieille villa des années 50 d’environ 180 m² sur un seul niveau sur un terrain de 912m² d’une forme rectangulaire avec une façade d’environ 2 ...');","","","","","","","","","","","","","","","","","","1010809","10108","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3280051"
"3424371","Terrain à ghar el me","vente","Ghar El Melh","Bizerte","Ghar El Melh","Ghar El Melh","Terrain","Terrain nu","","","2188","","","","","","","","","","","656400","656 400","656 400 Dinar Tunisien (TND)","70725643","70725643 / 29590646 / 55977997 / 53933703","","True","True","1","http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/630848_20250910_173051.jpg","http://www.tunisie-annonce.com/upload2/202509/tunisie-annonce.com/photos/630848_20250910_173051.jpg","","","","","","","","20/02/2026","10/09/2025 17:32","20/02/2026 14:01","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3424371&titre=Terrain%20%E0%20ghar%20el%20melh","Offres  > Terrain  > Terrain nu Tunisie  > Bizerte  > Ghar El Melh  > Ghar El Melh 2 188 m² 656 400 Dinar Tunisien (TND) l’agence immobilière good life vous propose à la vente un terrain surélevé de 2188m² avec vue sur le lac. titre individuel. le plan du terrain et le certificat de propriété sont disponibles à l’agence. prix 300dt/m² pour plus d’informations ou une visite, veuillez me contacter au 29 92 40 41 10/09/2025 20/02/2026","l’agence immobilière good life vous propose à la vente un terrain surélevé de 2188m² avec vue sur le lac. <br/>titre individuel. <br/>le plan du terrain et le certificat de propriété sont disponibles  ...');","","","","","","","","","","","","","","","","","","1040409","10404","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3424371"
"3346702","Terrain à la soukra","vente","La Soukra","Ariana","La Soukra","La Soukra","Terrain","Terrain nu","","","58","","","","","","","","","","","941620","941 620","941 620 Dinar Tunisien (TND)","29924041","29924041","","True","False","2","http://www.tunisie-annonce.com/upload2/202409/tunisie-annonce.com/photos/715699_20240920_120947.jpg","http://www.tunisie-annonce.com/upload2/202409/tunisie-annonce.com/photos/715699_20240920_120947.jpg","http://www.tunisie-annonce.com/upload2/202409/tunisie-annonce.com/photos/715699_20240920_120955.jpg","","","","","","","20/02/2026","20/09/2024 14:23","20/02/2026 14:01","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3346702&titre=Terrain%20%E0%20la%20soukra","Offres  > Terrain  > Terrain nu Tunisie  > Ariana  > La Soukra  > La Soukra 1 058 m² 941 620 Dinar Tunisien (TND) l'agence immobilière good life propose à la vente un terrain de 1 058 m² situé à la soukra, rue du parc, avec autorisation de bâtir. la façade est de 25 m. prix 890 dt/m² pour une visite ou plus d'informations contacter votre courtier en immobilier myriam zahaf au 29924041. 20/09/2024 20/02/2026","l agence immobilière good life propose à la vente un terrain de 1 058 m² situé à la soukra, rue du parc, avec autorisation de bâtir. <br/>la façade est de 25 m. <br/>prix 890 dt/m² <br/>pour une visit ...');","","","","","","","","","","","","","","","","","","1020448","10204","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3346702"
"3348628","Terrain nu nahli gèant","vente","Cite El Ghazala","Ariana","Raoued","Cite El Ghazala 1","Terrain","Terrain nu","","","644","","","","","","","","","","","257600","257 600","257 600 Dinar Tunisien (TND)","54006143","54006143 / 98258109","","False","False","23","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/config/this_srv.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/b_publier_annonce.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","20/02/2026","27/09/2024 18:00","20/02/2026 13:57","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3348628&titre=Terrain%20nu%20nahli%20g%E8ant","Offres  > Terrain  > Terrain nu Tunisie  > Ariana  > Raoued  > Cite El Ghazala 1 644 m² 257 600 Dinar Tunisien (TND) ارض للبيع فى نحلى جيان قرب الطريق الوطنية رقم 8 تونس مساحة 644 متر مربع مزودة بالماء الصالح لشراب والكهرب اء ثمن المتر الواحد 400 دينار 27/09/2024 20/02/2026","ارض للبيع فى نحلى جيان قرب الطريق  ...');","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/carte_tunisie_mini.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","","","1020613","10206","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3348628"
"3427372","Terrain agricole zouaouine","vente","Zouaouine","Bizerte","Ghar El Melh","Zouaouine","Terrain","Terrain agr","","","0","","","","","","","","","","","1700000","1 700 000","1 700 000 Dinar Tunisien (TND)","54006143","54006143 / 98258109 / 55977997 / 53933703","","False","False","23","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/config/this_srv.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/b_publier_annonce.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","20/02/2026","28/09/2025 22:47","20/02/2026 13:56","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3427372&titre=Terrain%20agricole%20zouaouine","Offres  > Terrain  > Terrain agricole Tunisie  > Bizerte  > Ghar El Melh  > Zouaouine zouaouine 140 000 m² 1 700 000 Dinar Tunisien (TND) ارض فلاحية مساحة 14 هكتار على الطريق الرئسى المؤدية بين الزواوي ن تونس عوسجة مزودة بالماء الصالح لشراب والكهرب اء ثمن مليار و700 ملبون مع النقاش 28/09/2025 20/02/2026","ارض فلاحية مساحة 14 هكتار على الطري ...');","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/carte_tunisie_mini.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","","","1040411","10404","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3427372"
"3213325","Maisons chorfech","vente","Chorfech","Ariana","Sidi Thabet","Chorfech","Vente","Maisons","","","200","","","","","","","","","","","380000","380 000","380 000 Dinar Tunisien (TND)","54006143","54006143 / 98258109","","False","False","23","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/config/this_srv.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/b_publier_annonce.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","20/02/2026","24/05/2023 10:54","20/02/2026 13:56","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3213325&titre=Maisons%20chorfech","Offres  > Vente  > Maisons Tunisie  > Ariana  > Sidi Thabet  > Chorfech chorfech 1 200 m² 380 000 Dinar Tunisien (TND) محل سكنى للبيع مساحته المغطات 325م مبنية على عقار مساحته الجملية 1200م مزودة ب عدادين للماء الصالح للشراب وعدادين للكهربا ء بمنطقة شرفش معتمدية سيدي ثابت الثمن 380 مليون قابل للنقاش 24/05/2023 20/02/2026","محل سكنى للبيع مساحته المغطات 325م م&# ...');","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/carte_tunisie_mini.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","","","1020705","10207","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3213325"
"3432157","Immeuble belivia à e","vente","El Fahs","Zaghouan","El Fahs","El Fahs","Vente","Maisons","4","","335","","","1","","","","","","","","410000","410 000","410 000 Dinar Tunisien (TND)","56420530","56420530","","True","True","5","http://www.tunisie-annonce.com/upload2/202510/tunisie-annonce.com/photos/632246_20251025_135408.jpg","http://www.tunisie-annonce.com/upload2/202510/tunisie-annonce.com/photos/632246_20251025_135408.jpg","http://www.tunisie-annonce.com/upload2/202510/tunisie-annonce.com/photos/632246_20251025_135420.jpg","http://www.tunisie-annonce.com/upload2/202510/tunisie-annonce.com/photos/632246_20251025_135432.jpg","http://www.tunisie-annonce.com/upload2/202510/tunisie-annonce.com/photos/632246_20251025_135507.jpg","http://www.tunisie-annonce.com/upload2/202510/tunisie-annonce.com/photos/632246_20251025_135520.jpg","","","","20/02/2026","25/10/2025 13:55","20/02/2026 13:54","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3432157&titre=Immeuble%20belivia%20%E0%20el%20fahs%20zaghouan","Offres  > Vente  > Maisons Tunisie  > Zaghouan  > El Fahs  > El Fahs 335 m² 410 000 Dinar Tunisien (TND) immeuble sur un terrain d'une superficie de 335m², situé à el fahs zaghouan. au rdc on trouve un salon, 4 chambres, une cuisine, une salle de bain, une terrasse et 3 garages. au 1er étage on trouve un salon, 4 chambres, une cuisine, une salle de bain, une terrasse. nb: possibilité de vendre uniquement le 1er étage. contacter l'agent: 56420530 25/10/2025 20/02/2026","immeuble sur un terrain d une superficie de 335m², situé à el fahs zaghouan. au rdc on trouve un salon, 4 chambres, une cuisine, une salle de bain, une terrasse et 3 garages. au 1er étage on trouve un ...');","","","","","","","","","","","","","","","","","","1240220","12402","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3432157"
"3324088","Appt s3 neuf à ain zagho","vente","Ain Zaghouan","Tunis","Ain Zaghouan","Ain Zaghouan","Vente","App. 4 pièc","3","4","135","","","1","","True","True","True","haut standing","neuf","","648000","648 000","648 000 Dinar Tunisien (TND)","22300078","22300078 / 23219610","","True","False","3","http://www.tunisie-annonce.com/upload2/202406/tunisie-annonce.com/photos/376570_20240622_150037.jpg","http://www.tunisie-annonce.com/upload2/202406/tunisie-annonce.com/photos/376570_20240622_150037.jpg","http://www.tunisie-annonce.com/upload2/202406/tunisie-annonce.com/photos/376570_20240622_150110.jpg","http://www.tunisie-annonce.com/upload2/202406/tunisie-annonce.com/photos/376570_20240622_150136.jpg","","","","","","20/02/2026","22/06/2024 14:43","20/02/2026 13:54","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3324088&titre=Appt%20s3%20neuf%20%E0%20ain%20zaghouan%20sud","Offres  > Vente  > Appart. 4 pièces Tunisie  > Tunis  > Ain Zaghouan  > Ain Zaghouan ain zaghouan sud 135 m² 648 000 Dinar Tunisien (TND) agence immobilière le carré 9 met à la vente un appartement s3 de 135m² direct promoteur au 1er étage d’une résidence r4 en cours d’exécution avec double ascenseur à ain zaghouan à proximité de la route nationale de la marsa la partie jour contient un salon avec une terrasse, une cuisine équipée ,un séchoir, une salle d’eau invités et chambre de service la partie nuit loge une suite parentale avec sa salle de bain et son coin dressing, deux chambre à coucher avec dressings et une salle de bain commune l’appartement est équipé par un dressing à l’entrée, du chauffage et de la climatisation centrale sanitaire de qualité importés, double vitrage, vidéophone et caméras de surveillance il dispose aussi d’autres s+3 du 1er au 4ème étage de différentes superficies avec un prix de 4800dtttc par m² s3 de 164m² à 770000dt et un s3 de 165m² à 775000dt cette résidence est une icône de prestige architectural et elle offre plus des commodités de haut standing comme une salle de sport et une piscine avec jacuzzi pour les résidents place parking sous-sol à 30000dt cellier à 2300dt ttc le m²/remise des clés mars 2026 pour plus d'informations contacte nous au 22 300 078 ou 23219610 22/06/2024 20/02/2026","agence immobilière le carré 9 met à la vente un appartement s3 de 135m² direct promoteur au 1er étage d’une résidence  r4 en cours d’exécution avec double ascenseur à ain zaghouan à proximité de la ro ...');","","","","","","","","","","","","","","","","","","1012202","10122","S+3","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3324088"
"3436887","Un lot de terrain la so","vente","La Soukra","Ariana","La Soukra","La Soukra","Vente","Surfaces","","","685","","","","","","","","","","","735500","735 500","735 500 Dinar Tunisien (TND)","28177388","28177388 / 23219610","","True","False","1","http://www.tunisie-annonce.com/upload2/202511/tunisie-annonce.com/photos/376570_20251121_131256.jpg","http://www.tunisie-annonce.com/upload2/202511/tunisie-annonce.com/photos/376570_20251121_131256.jpg","","","","","","","","20/02/2026","21/11/2025 13:12","20/02/2026 13:53","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3436887&titre=Un%20lot%20de%20terrain%20%20la%20soukra%20ref428a","Offres  > Vente  > Surfaces Tunisie  > Ariana  > La Soukra  > La Soukra 685 m² 735 500 Dinar Tunisien (TND) agence immobilière le carré 9 vous propose à la vente un lot de terrain d'une superficie de 685m² d'une façade de 21m et d'une vocation r2 situé dans un quartier résidentiel à la sourka. prix 1100dt/m² pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610. ref428a 21/11/2025 20/02/2026","agence immobilière le carré 9 vous propose à la vente un lot de terrain d une superficie de 685m² d une façade de 21m et d une vocation r2 situé dans un quartier résidentiel à la sourka. <br/> <br/>pr ...');","","","","","","","","","","","","","","","","","","1020448","10204","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3436887"
"3451561","S0 a port kantaoui","vente","El Kantaoui","Sousse","Hammam Sousse","El Kantaoui","Vente","App. 1 pièc","","1","39","","","","","True","True","","","rénové","","230000","230 000","230 000 Dinar Tunisien (TND)","21597000","21597000","","True","True","5","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/663014_20260220_134827.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/663014_20260220_134827.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/663014_20260220_134838.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/663014_20260220_134852.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/663014_20260220_134931.jpg","http://www.tunisie-annonce.com/upload2/202602/tunisie-annonce.com/photos/663014_20260220_134943.jpg","","","","20/02/2026","20/02/2026 13:50","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3451561&titre=S0%20a%20port%20kantaoui","Offres  > Vente  > Appart. 1 pièce Tunisie  > Sousse  > Hammam Sousse  > El Kantaoui port kantaoui 39 m² 230 000 Dinar Tunisien (TND) ce studio rénové est situé à la maison de la mer, au premier étage. à l’entrée, vous trouverez une kitchenette. la pièce de vie s’ouvre sur un balcon. une salle de bain avec baignoire est également disponible. ce bien peut être utilisé aussi bien pour les vacances que pour un investissement locatif. vous bénéficiez d’un accès à la piscine, à la plage ainsi qu’à un parking. 20/02/2026 20/02/2026","ce studio rénové est situé à la maison de la mer, au premier étage. à l’entrée, vous trouverez une kitchenette. la pièce de vie s’ouvre sur un balcon. une salle de bain avec baignoire est également di ...');","","","","","","","","","","","","","","","","","","1210409","12104","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3451561"
"3353260","Rades plage","vente","Rades Plage","Ben arous","Rades","Rades Plage","Terrain","Terrain nu","","","133","","","","","","","","","","","52000","52 000","52 000 Dinar Tunisien (TND)","52719739","52719739","52719739","False","False","23","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/Images/Banners/pub/ecole_e12c_sofi/ecole_12c_468x60.png","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/config/this_srv.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/b_publier_annonce.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","20/02/2026","18/10/2024 08:25","20/02/2026 13:49","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3353260&titre=Rades%20plage","Offres  > Terrain  > Terrain nu Tunisie  > Ben arous  > Rades  > Rades Plage rades plage 133 m² 52 000 Dinar Tunisien (TND) lot de 133m² viabilisé avec titre bleu situé à rades plage bon voisinage prix 52000 dt plus de renseignement contactez moi au 52 719 739 mohamed kamel 18/10/2024 20/02/2026","lot de 133m² viabilisé avec titre bleu situé à rades plage bon voisinage  prix 52000 dt plus de renseignement contactez moi au 52 719 739 mohamed kamel');","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/carte_tunisie_mini.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/space.gif","http://www.tunisie-annonce.com/images/puce_bleu.gif","","","1031222","10312","","http://www.tunisie-annonce.com/Details_Annonces_Immobilier.asp?cod_ann=3353260"
