prix,type_transaction,type_bien,gouvernorat,ville,surface_m2,nb_pieces,nb_chambres,nb_images,image_url,source,has_double_vitrage,has_climatisation,has_jardin,has_securite,has_cuisine_equip,has_meuble,has_porte_blindee,has_piscine,has_terrasse,has_vue_mer,has_neuf,has_vue_montagne,has_ascenseur,has_chauffage,has_cheminee,has_concierge,has_standing,has_garage,gouvernorat_enc,type_bien_enc,source_enc
300000.0,0,Appartement,Tunis,Tunis,150.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/184/835F/h/6b683c6f-7afb-4321-92d1-c08f4c0f0a58%20%281%29_80710735.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
595000.0,0,Appartement,Ariana,La Soukra,162.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/177/070F/h/thumb_1124086_property_large_80632620.avif,mubawab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
3200000.0,0,Appartement,Sousse,Sousse Corniche,353.0,3.0,2.0,1,https://www.mubawab-media.com/ad/7/616/151F/h/dd944230-c852-4c4c-b3d4-cc08ec66a259_39183019.avif,mubawab,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,20,1,0
390000.0,0,Appartement,Nabeul,Hammamet,116.0,3.0,2.0,4,https://www.mubawab-media.com/ad/7/870/728F/h/gallery_78321974.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,0
500000.0,0,Appartement,Tunis,Carthage,400.0,2.0,4.0,3,https://www.mubawab-media.com/ad/8/184/535F/h/IMG_7727_80707952.avif,mubawab,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,23,1,0
350000.0,0,Appartement,Nabeul,Nabeul,90.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/184/266F/h/1%20copie_80705428.avif,mubawab,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,0
190000.0,0,Appartement,Tunis,La Marsa,50.0,2.0,1.0,4,https://www.mubawab-media.com/ad/8/159/169F/h/IMG_3891_80450742.avif,mubawab,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,23,1,0
680000.0,0,Appartement,Tunis,Le Kram,115.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/181/278F/h/3e3661ef-99d3-4650-9730-7a635765424a_80676754.avif,mubawab,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,23,1,0
215000.0,0,Appartement,Monastir,Monastir Ville,58.0,3.0,2.0,2,https://www.mubawab-media.com/ad/8/183/936F/h/gallery_80702305.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
430000.0,0,Appartement,Monastir,Monastir Ville,99.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/183/680F/h/IMG-20250503-WA0000_80699693.avif,mubawab,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,15,1,0
210000.0,0,Appartement,Nabeul,Nabeul,70.0,1.0,1.0,4,https://www.mubawab-media.com/ad/8/183/629F/h/e08682d8-43bc-4334-97a5-8809f2960b18_80699276.avif,mubawab,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,16,1,0
300000.0,0,Appartement,Ben Arous,Boumhel Bassatine,104.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/183/611F/h/IMG_9056_80699139.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0
120000.0,0,Appartement,Tunis,Tunis,50.0,2.0,1.0,3,https://www.mubawab-media.com/ad/8/182/725F/h/48c0d0b5-4725-4687-aa93-67722a900021_10_2024_f0f6c96a_80689896.avif,mubawab,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1,0
950000.0,0,Appartement,Tunis,La Marsa,172.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/162/544F/h/1674e17e-a1b5-4da6-9b74-0a6357ee7b06_80485526.avif,mubawab,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,23,1,0
369000.0,0,Appartement,Ariana,Raoued,115.0,3.0,2.0,4,,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
600000.0,0,Appartement,Sousse,Hammam Sousse,160.0,1.0,3.0,4,https://www.mubawab-media.com/ad/8/079/505F/h/6382e09c-b167-4608-a0a8-4d6ca24dedb1_79682260.avif,mubawab,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,20,1,0
330000.0,0,Appartement,Sousse,Akouda,79.0,2.0,1.0,4,https://www.mubawab-media.com/ad/8/102/057F/h/WhatsApp%20Image%202025-01-15%20%C3%A0%2002.39.28_4b0193d9_79866052.avif,mubawab,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,20,1,0
420000.0,0,Appartement,Ariana,La Soukra,147.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/183/163F/h/img002_80694539.avif,mubawab,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
230000.0,0,Appartement,Tunis,La Goulette,65.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/183/103F/h/photo_00_80693828_81285076.avif,mubawab,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,23,1,0
250000.0,0,Appartement,Tunis,La Goulette,75.0,1.0,1.0,4,https://www.mubawab-media.com/ad/8/094/211F/h/photo_02_79790865.avif,mubawab,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,23,1,0
250000.0,0,Appartement,Nabeul,Hammamet,42.0,3.0,1.0,3,https://www.mubawab-media.com/ad/8/049/874F/h/WhatsApp-Image-2024-11-27-at-01.45.13_79356249.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
490000.0,0,Appartement,Sousse,Hammam Sousse,140.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/138/556F/h/thumb_1085748_property_large_80234205.avif,mubawab,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,1,0
240000.0,0,Appartement,Sousse,Hergla,80.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/153/377F/h/IMG-20250419-WA0004_80389318.avif,mubawab,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,1,0
590000.0,0,Appartement,Ariana,La Soukra,105.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/167/154F/h/WhatsApp%20Image%202025-06-24%20at%2017.47.01%20%283%29_80532856.avif,mubawab,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
165000.0,0,Appartement,Ben Arous,Boumhel Bassatine,55.0,1.0,1.0,4,https://www.mubawab-media.com/ad/8/140/736F/h/6a0084b2-c64b-4518-b83a-03da696261cc_WhatsApp%20Image%202025-04-30%20at%2010.43.25%20%282%29_80256599.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1,0
360000.0,0,Appartement,Nabeul,Hammamet,88.0,2.0,1.0,4,https://www.mubawab-media.com/ad/8/136/873F/h/DSC_2770_80217504.avif,mubawab,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,16,1,0
445000.0,0,Appartement,Nabeul,Hammamet,113.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/136/618F/h/DSC_2722_80217593.avif,mubawab,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,16,1,0
330000.0,0,Appartement,Nabeul,Hammamet,86.0,2.0,1.0,4,https://www.mubawab-media.com/ad/8/177/567F/h/thumb_1120627_property_big_80638139.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,16,1,0
250000.0,0,Appartement,Nabeul,Hammam Ghezèze,100.0,5.0,2.0,4,https://www.mubawab-media.com/ad/8/181/904F/h/506335981_1282003460159539_5763672465507774591_n_80681788.avif,mubawab,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,0
550000.0,0,Appartement,Tunis,La Marsa,110.0,3.0,2.0,1,https://www.mubawab-media.com/ad/8/181/612F/h/a867c576-2b41-4dc1-bdcc-442d49e55430_80678637.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
580000.0,0,Appartement,Ariana,La Soukra,234.0,3.0,4.0,4,https://www.mubawab-media.com/ad/8/181/603F/h/photo_00_80678495.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
425000.0,0,Appartement,Ariana,La Soukra,153.0,3.0,2.0,1,https://www.mubawab-media.com/ad/8/181/335F/h/A21_80675705.avif,mubawab,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0
420000.0,0,Appartement,Nabeul,Nabeul,140.0,4.0,3.0,1,https://www.mubawab-media.com/ad/8/181/261F/h/la%20perla_80675216.avif,mubawab,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,16,1,0
280000.0,0,Appartement,Sousse,Hammam Sousse,80.0,1.0,1.0,1,https://www.mubawab-media.com/ad/8/181/279F/h/InShot_20250715_120524044_80675274.avif,mubawab,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,20,1,0
26000.0,0,Appartement,Kairouan,Al-Qayrawan,160.0,1.0,1.0,3,https://www.mubawab-media.com/ad/8/180/681F/h/A474BF9B-F8A1-4E6C-8B5F-1B22B57CDCD8_80669312.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
320000.0,0,Appartement,Ariana,La Soukra,100.0,2.0,1.0,4,https://www.mubawab-media.com/ad/8/179/139F/h/WhatsApp%20Image%202025-07-12%20at%2009.21.37_80654311.avif,mubawab,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
310000.0,0,Appartement,Tunis,La Marsa,110.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/179/150F/h/Design%20sans%20titre%20%281%29_80654385.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,23,1,0
420000.0,0,Appartement,Ariana,La Soukra,125.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/180/303F/h/Design%20sans%20titre%20%282%29_80665587.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
240000.0,0,Appartement,Sousse,Khezama Est,134.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/113/088F/h/18445ef6-b2ab-40c1-b368-133e9e082f44_79975236.avif,mubawab,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,20,1,0
119999.0,0,Appartement,Ariana,Raoued,80.0,1.0,2.0,4,https://www.mubawab-media.com/ad/8/180/441F/h/18_80667087.avif,mubawab,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
240000.0,0,Appartement,Tunis,La Marsa,115.0,3.0,2.0,4,,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
800000.0,0,Appartement,Sfax,Menzel Chaker,250.0,3.0,4.0,1,https://www.mubawab-media.com/ad/8/180/478F/h/photo_0_80667086.avif,mubawab,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,17,1,0
210000.0,0,Appartement,Ariana,Ariana Ville,85.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/180/408F/h/thumb_1126474_property_large_80666470.avif,mubawab,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
660000.0,0,Appartement,Tunis,La Marsa,220.0,5.0,4.0,4,https://www.mubawab-media.com/ad/8/180/390F/h/Design%20sans%20titre%20%282%29_80666308.avif,mubawab,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,23,1,0
450000.0,0,Appartement,Ariana,Ariana Ville,150.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/143/467F/h/thumb_1091910_property_large_80282851.avif,mubawab,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0
350000.0,0,Appartement,Sousse,Sahloul,150.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/180/304F/h/20250611_140016_80665594.avif,mubawab,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,20,1,0
1450000.0,0,Appartement,Sousse,Sahloul,450.0,3.0,10.0,4,https://www.mubawab-media.com/ad/8/180/184F/h/IMG_4744_80664391.avif,mubawab,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,1,0
115000.0,0,Appartement,Tunis,Tunis,50.0,1.0,1.0,4,https://www.mubawab-media.com/ad/8/180/066F/h/IMG_4289_80663322.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
160000.0,0,Appartement,Tunis,Le Bardo,70.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/179/991F/h/dd6a0ef5-8638-48f6-9b8d-d9140c75404e_80662741.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
220000.0,0,Appartement,Ariana,Raoued,149.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/179/883F/h/IMG_8574_80661709.avif,mubawab,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
170000.0,0,Appartement,Ariana,Ariana Ville,73.0,1.0,2.0,4,https://www.mubawab-media.com/ad/8/179/844F/h/513937322_10234197198104566_3281745061954403362_n_80661223.avif,mubawab,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
660000.0,0,Appartement,Ariana,La Soukra,144.0,1.0,4.0,4,https://www.mubawab-media.com/ad/8/176/959F/h/01_80631646.avif,mubawab,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
580000.0,0,Appartement,Tunis,Le Kram,156.0,4.0,4.0,4,https://www.mubawab-media.com/ad/8/154/304F/h/hqdefault_80399354.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,23,1,0
420000.0,0,Appartement,Sousse,Akouda,50.0,3.0,1.0,3,https://www.mubawab-media.com/ad/8/152/212F/h/121416937_823184465083680_4638635757751096507_n%20%281%29_80370055.avif,mubawab,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,20,1,0
564000.0,0,Appartement,Ariana,La Soukra,166.0,4.0,3.0,1,https://www.mubawab-media.com/ad/8/179/337F/h/HteDW9b7i5bmO7PR-thumb_80656053.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
1900000.0,0,Appartement,Tunis,El Menzah,500.0,5.0,4.0,1,https://www.mubawab-media.com/ad/8/164/966F/h/WhatsApp%20Image%202025-06-20%20at%2017.11.14_80510493.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
411000.0,0,Appartement,Tunis,El Menzah,80.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/178/979F/h/gallery_80652678.avif,mubawab,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,23,1,0
470000.0,0,Appartement,Nabeul,Hammamet,129.0,3.0,2.0,4,https://www.mubawab-media.com/ad/7/903/757F/h/IMG-20240917-WA0001_78842888.avif,mubawab,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16,1,0
547800.0,0,Appartement,Ariana,La Soukra,167.0,3.0,4.0,4,https://www.mubawab-media.com/ad/8/171/905F/h/thumb_1119617_property_xlarge_80580077.avif,mubawab,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
817920.0,0,Appartement,Ariana,La Soukra,129.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/178/295F/h/L_f6b74fdd-b48b-4db4-a3f0-4bdf36c49784_80646039.avif,mubawab,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
430000.0,0,Appartement,Tunis,La Marsa,117.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/100/869F/h/photo_00_79854161.avif,mubawab,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,23,1,0
255000.0,0,Appartement,Sousse,Hergla,76.0,2.0,3.0,4,https://www.mubawab-media.com/ad/8/178/159F/h/thumb_1123494_property_large_80644680.avif,mubawab,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20,1,0
280000.0,0,Appartement,Tunis,El Aouina,118.0,2.0,3.0,4,https://www.mubawab-media.com/ad/8/140/201F/h/thumb_1087993_property_xlarge_80251584.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,23,1,0
500000.0,0,Appartement,Tunis,La Marsa,90.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/177/610F/h/Design%20sans%20titre%20%288%29_80638676.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23,1,0
430000.0,0,Appartement,Ariana,Ariana Ville,107.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/175/358F/h/PHOTO-2025-07-08-16-28-08_80637911.avif,mubawab,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
130000.0,0,Appartement,Sousse,Sousse Riadh,87.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/177/397F/h/WhatsApp%20Image%202025-07-09%20at%2023.35.22%20%283%29_80636377.avif,mubawab,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,1,0
85000.0,0,Appartement,Sousse,Sousse Riadh,78.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/177/389F/h/WhatsApp%20Image%202025-07-09%20at%2022.27.55%20%281%29_80636331.avif,mubawab,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,20,1,0
890000.0,0,Appartement,Tunis,La Marsa,115.0,3.0,2.0,4,,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
300000.0,0,Appartement,Manouba,Tantana,88.0,1.0,1.0,4,https://www.mubawab-media.com/ad/8/159/064F/h/Screenshot_20250611_130428_Gallery_80449780.avif,mubawab,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,13,1,0
325000.0,0,Appartement,Ariana,La Soukra,124.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/051/342F/h/thumb_968382_property_large_79371774.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0
620000.0,0,Appartement,Ariana,La Soukra,166.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/136/705F/h/thumb_1083480_property_large_80215893.avif,mubawab,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0
447000.0,0,Appartement,Ariana,La Soukra,128.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/173/403F/h/WhatsApp%20Image%202025-07-06%20at%2020.51.43_80612146.avif,mubawab,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0
360000.0,0,Appartement,Ariana,La Soukra,106.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/171/904F/h/thumb_1119519_property_xlarge_80580066.avif,mubawab,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
85000.0,0,Appartement,Tunis,Tunis,50.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/176/258F/h/photo_00_80624452.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
600000.0,0,Appartement,Sousse,Sousse Ville,235.0,4.0,2.0,4,https://www.mubawab-media.com/ad/8/176/209F/h/IMG_3367_80624003.avif,mubawab,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,20,1,0
393000.0,0,Appartement,Sousse,Sahloul,123.0,1.0,2.0,4,https://www.mubawab-media.com/ad/8/080/230F/h/1_79656330.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,20,1,0
435000.0,0,Appartement,Sousse,Sahloul,136.0,1.0,2.0,4,https://www.mubawab-media.com/ad/8/080/212F/h/1_79656190.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,20,1,0
350000.0,0,Appartement,Ariana,La Soukra,118.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/148/412F/h/thumb_654313_property_large_80331780.avif,mubawab,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
320000.0,0,Appartement,Ariana,Ariana Ville,76.0,1.0,2.0,4,https://www.mubawab-media.com/ad/8/175/629F/h/514962427_708642055276347_8671206133851366848_n_80618265.avif,mubawab,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
390000.0,0,Appartement,Ariana,Raoued,178.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/159/236F/h/thumb_1107170_property_large_80451526.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
220000.0,0,Appartement,Sousse,Hergla,88.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/136/693F/h/WhatsApp%20Image%202025-04-30%20%C3%A0%2016.06.03_4aee0a66-fotor-enhance-20250505161520_80216253.avif,mubawab,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,20,1,0
160000.0,0,Appartement,Bizerte,Ras Jebel,100.0,2.0,4.0,4,https://www.mubawab-media.com/ad/8/141/818F/h/thumb_1090202_property_xlarge_80266734.avif,mubawab,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0
250000.0,0,Appartement,Ben Arous,Ezzahra,78.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/155/134F/h/1_80409404.avif,mubawab,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,1,0
325000.0,0,Appartement,Tunis,La Marsa,134.0,4.0,3.0,4,https://www.mubawab-media.com/ad/8/173/888F/h/Design%20sans%20titre%20%285%29_80600500.avif,mubawab,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,23,1,0
258000.0,0,Appartement,Ariana,La Soukra,70.0,1.0,1.0,4,https://www.mubawab-media.com/ad/8/136/635F/h/475787886_122152032596358601_5371031080471004425_n_80215268.avif,mubawab,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
185000.0,0,Appartement,Sousse,Akouda,120.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/174/960F/h/photo_0_80611430.avif,mubawab,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20,1,0
410000.0,0,Appartement,Ariana,La Soukra,130.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/146/399F/h/thumb_1095373_property_large_80311744.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
350000.0,0,Appartement,Nabeul,Nabeul,107.0,3.0,2.0,1,https://www.mubawab-media.com/ad/7/840/996F/h/6311295_1_81093122.avif,mubawab,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,16,1,0
549000.0,0,Appartement,Ariana,La Soukra,263.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/162/730F/h/thumb_1111344_property_large_80487313.avif,mubawab,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0
90000.0,0,Appartement,Tunis,El Hrairia,65.0,3.0,3.0,2,https://www.mubawab-media.com/ad/8/174/035F/h/photo_00_80601928.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
350000.0,0,Appartement,Tunis,La Marsa,60.0,3.0,1.0,4,https://www.mubawab-media.com/ad/8/173/733F/h/4e0f9f26-6f31-413b-a2b9-96c467af89b6_80598923.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1,0
245000.0,0,Appartement,Ariana,Raoued,105.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/070/493F/h/thumb_988347_property_large_79560523.avif,mubawab,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1300000.0,0,Appartement,Tunis,La Marsa,208.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/142/100F/h/thumb_1090444_property_xlarge_80269445.avif,mubawab,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23,1,0
392000.0,0,Appartement,Ariana,Raoued,140.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/039/228F/h/thumb_954143_property_large_79250305.avif,mubawab,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
250000.0,0,Appartement,Ariana,Raoued,156.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/050/502F/h/thumb_967023_property_large_79362740.avif,mubawab,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
190000.0,0,Appartement,Tunis,El Mourouj,86.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/173/308F/h/gallery_80594671.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
175000.0,0,Appartement,Tunis,La Marsa,67.0,2.0,1.0,4,https://www.mubawab-media.com/ad/8/152/432F/h/IMG-20250529-WA0068_80371987.avif,mubawab,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,23,1,0
410000.0,0,Appartement,Ariana,La Soukra,86.0,3.0,2.0,4,https://www.mubawab-media.com/ad/8/173/084F/h/X6abM6WLIJQo3hgA-thumb_80592277.avif,mubawab,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0
250000.0,0,Appartement,Tunis,Cité El Khadra,57.0,1.0,1.0,4,https://www.mubawab-media.com/ad/8/172/988F/h/346155cc-414c-4aec-91c1-194041cfe25f_80591243.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,1,0
650000.0,0,Appartement,Tunis,Tunis,124.0,15.0,14.0,1,https://www.mubawab-media.com/ad/8/172/974F/h/d25a22e8-6e61-4243-98c4-144753f84305_Capture%20d%E2%80%99%C3%A9cran%202025-07-03%20123352_80591068.avif,mubawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
380000.0,0,Appartement,Tunis,La Marsa,135.0,3.0,3.0,4,https://www.mubawab-media.com/ad/8/167/484F/h/thumb_1115482_property_xlarge_80534866.avif,mubawab,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,23,1,0
260000.0,0,Appartement,Sousse,Sahloul,80.0,2.0,2.0,4,https://www.mubawab-media.com/ad/8/154/111F/h/IMG-20250521-WA0005_80397634.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,1,0
690000.0,0,Appartement,Nabeul,Hammamet,168.0,3.0,2.0,4,https://www.mubawab-media.com/ad/7/990/279F/h/thumb_882969_property_xlarge_78759196.avif,mubawab,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,16,1,0
300000.0,0,Appartement,Sousse,Akouda,40.0,2.0,1.0,4,https://www.mubawab-media.com/ad/8/152/871F/h/WhatsApp%20Image%202025-05-28%20at%2012.13.56%20%282%29_80376408.avif,mubawab,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,20,1,0
