gouvernorat_enc,ville_enc,quartier_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,nb_sdb,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,images,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee
23,0.7843,0.5185,36.819,10.1658,172.0,4.0,3.0,0,0.5,0.5524,2.0,2562.03,0.3367,4,0,3000.0,https://www.mubawab-media.com/ad/8/301/397F/h/WhatsApp%20Image%202026-02-10%20at%202.41.31%20PM_81946814.avif,https://www.mubawab-media.com/ad/8/301/397F/h/WhatsApp%20Image%202026-02-10%20at%202.41.31%20PM_81946814.avif | https://www.mubawab-media.com/ad/8/301/397F/h/WhatsApp%20Image%202026-02-10%20at%202.41.31%20PM%20%284%29_81946815.avif | https://www.mubawab-media.com/ad/8/301/397F/h/WhatsApp%20Image%202026-02-10%20at%202.41.32%20PM%20%283%29_81946816.avif | https://www.mubawab-media.com/ad/8/301/397F/h/WhatsApp%20Image%202026-02-10%20at%202.41.32%20PM%20%284%29_81946817.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23,0.7843,0.5185,36.819,10.1658,140.0,3.0,2.0,0,0.5,0.5524,2.0,2562.03,0.3379,4,0,1800.0,https://www.mubawab-media.com/ad/8/302/766F/h/9658c1bb-f0e5-4ec5-b9cc-1c554804b210_81961129.avif,https://www.mubawab-media.com/ad/8/302/766F/h/9658c1bb-f0e5-4ec5-b9cc-1c554804b210_81961129.avif | https://www.mubawab-media.com/ad/8/302/766F/h/b9e07edc-a79c-4a53-a5dd-642df23c9372_81961130.avif | https://www.mubawab-media.com/ad/8/302/766F/h/11275c67-8696-4861-a27a-4ead1eb1009c_81961131.avif | https://www.mubawab-media.com/ad/8/302/766F/h/5853d78a-9097-4185-b6c0-8a3a4a17ea46_81961132.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
23,0.7843,0.5185,36.819,10.1658,132.0,3.0,2.0,0,0.5,0.5524,2.0,2562.03,0.3367,4,0,2300.0,https://www.mubawab-media.com/ad/8/297/571F/h/e8fc5545-bfe2-4501-9c34-0498fadd5b1b_81905136.avif,https://www.mubawab-media.com/ad/8/297/571F/h/e8fc5545-bfe2-4501-9c34-0498fadd5b1b_81905136.avif | https://www.mubawab-media.com/ad/8/297/571F/h/a715f9fd-43cb-4750-8235-7a573cd42805_81905137.avif | https://www.mubawab-media.com/ad/8/297/571F/h/2050940e-467d-4945-bacb-a190742399c9_81905138.avif | https://www.mubawab-media.com/ad/8/297/571F/h/68c189ea-3095-4e5a-8d28-2f014da5fcc2_81905139.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23,1.0,0.5926,36.8769,10.3247,120.0,4.0,3.0,0,0.5,0.8015,2.0,2562.03,0.2746,4,0,2000.0,https://www.mubawab-media.com/ad/8/069/885F/h/1000055271_79554295.avif,https://www.mubawab-media.com/ad/8/069/885F/h/1000055271_79554295.avif | https://www.mubawab-media.com/ad/8/069/885F/h/1000055256_79554287.avif | https://www.mubawab-media.com/ad/8/069/885F/h/1000055254_79554288.avif | https://www.mubawab-media.com/ad/8/069/885F/h/1000055261_79554289.avif,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
23,1.0,0.9259,36.8769,10.3247,180.0,5.0,4.0,1,0.5,0.8015,2.0,2562.03,0.3261,4,0,3800.0,https://www.mubawab-media.com/ad/8/232/721F/h/thumb_1276775_property_xlarge_81961186.avif,https://www.mubawab-media.com/ad/8/232/721F/h/thumb_1276775_property_xlarge_81961186.avif | https://www.mubawab-media.com/ad/8/232/721F/h/thumb_1229176_property_xlarge_81943594.avif | https://www.mubawab-media.com/ad/8/232/721F/h/thumb_1229170_property_xlarge_81943595.avif | https://www.mubawab-media.com/ad/8/232/721F/h/thumb_1229173_property_xlarge_81943596.avif,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0
23,1.0,0.8148,36.8769,10.3247,300.0,4.0,3.0,1,0.5,0.8015,2.0,2562.03,0.3391,4,0,6000.0,https://www.mubawab-media.com/ad/8/305/650F/h/thumb_1280492_property_large_81989370.avif,https://www.mubawab-media.com/ad/8/305/650F/h/thumb_1280492_property_large_81989370.avif | https://www.mubawab-media.com/ad/8/305/650F/h/thumb_1280503_property_large_81989371.avif | https://www.mubawab-media.com/ad/8/305/650F/h/thumb_1280502_property_large_81989372.avif | https://www.mubawab-media.com/ad/8/305/650F/h/thumb_1280501_property_large_81989373.avif,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0.3361,0.1407,36.899,10.2358,119.0,3.0,2.0,0,0.5,0.4235,2.0,43985.0,0.3156,4,0,1180.0,https://www.mubawab-media.com/ad/8/305/633F/h/balcon_81989167.avif,https://www.mubawab-media.com/ad/8/305/633F/h/balcon_81989167.avif | https://www.mubawab-media.com/ad/8/305/633F/h/Salon2_81989168.avif | https://www.mubawab-media.com/ad/8/305/633F/h/Couloir_81989169.avif | https://www.mubawab-media.com/ad/8/305/633F/h/Cuisine_81989170.avif,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
23,1.0,0.8148,36.8769,10.3247,121.0,3.0,3.0,0,0.5,0.8015,2.0,2562.03,0.3321,4,0,6500.0,https://www.mubawab-media.com/ad/8/139/661F/h/thumb_1084639_property_xlarge_80246014.avif,https://www.mubawab-media.com/ad/8/139/661F/h/thumb_1084639_property_xlarge_80246014.avif | https://www.mubawab-media.com/ad/8/139/661F/h/thumb_1084637_property_xlarge_80246015.avif | https://www.mubawab-media.com/ad/8/139/661F/h/thumb_1084638_property_xlarge_80246016.avif | https://www.mubawab-media.com/ad/8/139/661F/h/thumb_1084640_property_xlarge_80246017.avif,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0.3361,0.2222,36.899,10.2358,100.0,2.0,1.0,1,0.5,0.4235,2.0,43985.0,0.3277,4,0,1450.0,https://www.mubawab-media.com/ad/8/305/643F/h/1_81989182.avif,https://www.mubawab-media.com/ad/8/305/643F/h/1_81989182.avif | https://www.mubawab-media.com/ad/8/305/643F/h/2_81989183.avif | https://www.mubawab-media.com/ad/8/305/643F/h/3_81989184.avif | https://www.mubawab-media.com/ad/8/305/643F/h/4_81989185.avif,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0
1,0.3361,0.2222,36.899,10.2358,50.0,1.0,1.0,1,0.5,0.4235,2.0,43985.0,0.3104,4,0,900.0,https://www.mubawab-media.com/ad/8/305/636F/h/1_81989153.avif,https://www.mubawab-media.com/ad/8/305/636F/h/1_81989153.avif | https://www.mubawab-media.com/ad/8/305/636F/h/2_81989154.avif | https://www.mubawab-media.com/ad/8/305/636F/h/3_81989155.avif | https://www.mubawab-media.com/ad/8/305/636F/h/4_81989156.avif,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
1,0.3361,0.2222,36.899,10.2358,70.0,2.0,1.0,1,0.5,0.4235,2.0,43985.0,0.3253,4,0,1250.0,https://www.mubawab-media.com/ad/8/305/632F/h/1_81989077.avif,https://www.mubawab-media.com/ad/8/305/632F/h/1_81989077.avif | https://www.mubawab-media.com/ad/8/305/632F/h/2_81989078.avif | https://www.mubawab-media.com/ad/8/305/632F/h/3_81989079.avif | https://www.mubawab-media.com/ad/8/305/632F/h/4_81989080.avif,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
23,1.0,1.0,36.8769,10.3247,77.0,3.0,2.0,1,0.5,0.8015,2.0,2562.03,0.3424,4,0,1500.0,https://www.mubawab-media.com/ad/8/305/626F/h/photo_00_81988990.avif,https://www.mubawab-media.com/ad/8/305/626F/h/photo_00_81988990.avif | https://www.mubawab-media.com/ad/8/305/626F/h/photo_01_81988991.avif | https://www.mubawab-media.com/ad/8/305/626F/h/photo_02_81988992.avif | https://www.mubawab-media.com/ad/8/305/626F/h/photo_03_81988993.avif,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
23,1.0,0.5926,36.8769,10.3247,260.0,3.0,2.0,1,0.5,0.8015,2.0,2562.03,0.3226,4,0,2800.0,https://www.mubawab-media.com/ad/8/305/607F/h/629778666_2099366473966315_3757308478206025237_n_81988932.avif,https://www.mubawab-media.com/ad/8/305/607F/h/629778666_2099366473966315_3757308478206025237_n_81988932.avif | https://www.mubawab-media.com/ad/8/305/607F/h/634318182_1650283905985453_2597568776850837527_n_81988933.avif | https://www.mubawab-media.com/ad/8/305/607F/h/629489639_830158156707285_2303499424876043268_n_81988934.avif | https://www.mubawab-media.com/ad/8/305/607F/h/630370449_3979579148842719_7197921094865932178_n_81988935.avif,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
1,0.3081,0.2593,36.8665,10.1647,121.0,2.0,2.0,0,0.5,0.5305,2.0,43985.0,0.3148,4,0,1600.0,https://www.mubawab-media.com/ad/8/305/617F/h/WhatsApp%20Image%202026-02-16%20at%2008.16.21_81988923.avif,https://www.mubawab-media.com/ad/8/305/617F/h/WhatsApp%20Image%202026-02-16%20at%2008.16.21_81988923.avif | https://www.mubawab-media.com/ad/8/305/617F/h/WhatsApp%20Image%202026-02-16%20at%2008.16.23%20%281%29_81988924.avif | https://www.mubawab-media.com/ad/8/305/617F/h/WhatsApp%20Image%202026-02-16%20at%2008.16.23%20%282%29_81988925.avif | https://www.mubawab-media.com/ad/8/305/617F/h/WhatsApp%20Image%202026-02-16%20at%2008.16.23_81988926.avif,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
23,1.0,1.0,36.8769,10.3247,300.0,5.0,3.0,0,0.5,0.8015,2.0,2562.03,0.3557,4,0,7000.0,https://www.mubawab-media.com/ad/8/293/152F/h/thumb_1265640_property_xlarge_81855444.avif,https://www.mubawab-media.com/ad/8/293/152F/h/thumb_1265640_property_xlarge_81855444.avif | https://www.mubawab-media.com/ad/8/293/152F/h/thumb_1265638_property_xlarge_81855445.avif | https://www.mubawab-media.com/ad/8/293/152F/h/thumb_1265637_property_xlarge_81855446.avif | https://www.mubawab-media.com/ad/8/293/152F/h/thumb_1265627_property_xlarge_81855447.avif,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
23,1.0,0.9259,36.8769,10.3247,200.0,5.0,3.0,0,0.5,0.8015,2.0,2562.03,0.3356,4,0,5000.0,https://www.mubawab-media.com/ad/8/290/192F/h/ab741b27-885c-427d-8daf-bf2a3f860063_81824512.avif,https://www.mubawab-media.com/ad/8/290/192F/h/ab741b27-885c-427d-8daf-bf2a3f860063_81824512.avif | https://www.mubawab-media.com/ad/8/290/192F/h/61c654e5-e2cc-4172-b0c7-7f000f7ba153_81824513.avif | https://www.mubawab-media.com/ad/8/290/192F/h/2001ee1f-8641-47ef-add6-14ed5a7baa19_81824514.avif | https://www.mubawab-media.com/ad/8/290/192F/h/e4e30442-a774-466f-819c-87abb2e3f96e_81824515.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23,0.7843,0.5185,36.819,10.1658,145.0,3.0,2.0,0,0.5,0.5524,2.0,2562.03,0.3128,4,0,2600.0,https://www.mubawab-media.com/ad/8/142/376F/h/9%20%281%29_81805505.avif,https://www.mubawab-media.com/ad/8/142/376F/h/9%20%281%29_81805505.avif | https://www.mubawab-media.com/ad/8/142/376F/h/7%20%281%29_81805506.avif | https://www.mubawab-media.com/ad/8/142/376F/h/1%20%281%29_81805507.avif | https://www.mubawab-media.com/ad/8/142/376F/h/6%20%281%29_81805508.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23,0.7843,0.5185,36.819,10.1658,140.0,3.0,2.0,0,0.5,0.5524,2.0,2562.03,0.3367,4,0,2300.0,https://www.mubawab-media.com/ad/8/301/413F/h/WhatsApp%20Image%202026-02-10%20at%202.48.46%20PM_81946955.avif,https://www.mubawab-media.com/ad/8/301/413F/h/WhatsApp%20Image%202026-02-10%20at%202.48.46%20PM_81946955.avif | https://www.mubawab-media.com/ad/8/301/413F/h/WhatsApp%20Image%202026-02-10%20at%202.48.47%20PM_81946956.avif | https://www.mubawab-media.com/ad/8/301/413F/h/WhatsApp%20Image%202026-02-10%20at%202.48.52%20PM_81946957.avif | https://www.mubawab-media.com/ad/8/301/413F/h/WhatsApp%20Image%202026-02-10%20at%202.48.54%20PM%20%281%29_81946958.avif,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1,0.3361,0.2222,36.844,10.3247,60.0,2.0,1.0,1,0.5,0.5305,2.0,2562.03,0.3176,3,0,1500.0,nan,https://www.mubawab-media.com/ad/8/305/537F/h/cour_81988119.avif | https://www.mubawab-media.com/ad/8/305/537F/h/ch_81988120.avif | https://www.mubawab-media.com/ad/8/305/537F/h/db2402f0-ae35-47b9-8e9f-1ed723e04f67_81988121.avif,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,0.3361,0.2222,36.899,10.2358,64.0,2.0,1.0,1,0.5,0.4235,2.0,43985.0,0.3338,4,0,1300.0,https://www.mubawab-media.com/ad/8/298/148F/h/thumb_1271805_property_xlarge_81911424.avif,https://www.mubawab-media.com/ad/8/298/148F/h/thumb_1271805_property_xlarge_81911424.avif | https://www.mubawab-media.com/ad/8/298/148F/h/thumb_1271808_property_xlarge_81911425.avif | https://www.mubawab-media.com/ad/8/298/148F/h/thumb_1271802_property_xlarge_81911426.avif | https://www.mubawab-media.com/ad/8/298/148F/h/thumb_1271806_property_xlarge_81911427.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,0.3361,0.2222,36.899,10.2358,33.0,1.0,1.0,1,0.5,0.4235,2.0,43985.0,0.3176,4,0,1100.0,https://www.mubawab-media.com/ad/8/253/720F/h/WhatsApp%20Image%202022-11-17%20at%2009.36.04_36353949_81423296.avif,https://www.mubawab-media.com/ad/8/253/720F/h/WhatsApp%20Image%202022-11-17%20at%2009.36.04_36353949_81423296.avif | https://www.mubawab-media.com/ad/8/253/720F/h/BANQUE%20%281%29_44943652_81423297.avif | https://www.mubawab-media.com/ad/8/253/720F/h/CHOURA2%20%281%29_44752387_81423298.avif | https://www.mubawab-media.com/ad/8/253/720F/h/WhatsApp%20Image%202022-11-17%20at%2009.36.03_36353950_81423299.avif,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23,0.7843,0.5185,36.819,10.1658,180.0,2.0,2.0,0,0.5,0.5524,2.0,2562.03,0.3407,4,0,2200.0,https://www.mubawab-media.com/ad/8/301/122F/h/thumb_335694_property_xlarge_81944015.avif,https://www.mubawab-media.com/ad/8/301/122F/h/thumb_335694_property_xlarge_81944015.avif | https://www.mubawab-media.com/ad/8/301/122F/h/thumb_335702_property_xlarge_81944016.avif | https://www.mubawab-media.com/ad/8/301/122F/h/thumb_335703_property_xlarge_81944017.avif | https://www.mubawab-media.com/ad/8/301/122F/h/thumb_335695_property_xlarge_81944018.avif,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23,1.0,0.4074,36.8769,10.3247,121.0,3.0,2.0,0,0.5,0.8015,2.0,2562.03,0.3371,4,0,3500.0,https://www.mubawab-media.com/ad/8/298/834F/h/image_1_81920957.avif,https://www.mubawab-media.com/ad/8/298/834F/h/image_1_81920957.avif | https://www.mubawab-media.com/ad/8/298/834F/h/image_2_81920958.avif | https://www.mubawab-media.com/ad/8/298/834F/h/image_3_81920959.avif | https://www.mubawab-media.com/ad/8/298/834F/h/image_4_81920960.avif,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
