gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,has_jardin,has_garage,has_piscine,has_terrasse,has_vue_mer,has_securite,has_meuble,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_cheminee,has_standing,has_vue_montagne,prix,image_url
23,0.2289,36.8094,10.1414,100.0,4.0,3.0,0.5,0.3144,2.0,2562.03,0.3144,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1200.0,https://www.mubawab-media.com/ad/8/292/135F/h/0fd6f165-962e-4922-b3ab-f01ed83b97cb_1be1b585-e78c-4a79-935d-33c40f135b33_81844534.avif
23,0.9036,36.8769,10.3247,350.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.3321,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/305/612F/h/thumb_859505_property_large_81988804.avif
23,0.9036,36.8769,10.3247,220.0,5.0,5.0,0.5,0.8015,2.0,2562.03,0.3347,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4000.0,https://www.mubawab-media.com/ad/8/305/569F/h/thumb_1281002_property_large_81988461.avif
23,1.0,36.8528,10.3247,150.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.3148,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2700.0,https://www.mubawab-media.com/ad/8/290/876F/h/Plan%20de%20travail%205_81831466.avif
23,0.9036,36.8769,10.3247,300.0,6.0,5.0,0.5,0.8015,2.0,2562.03,0.3458,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/073/946F/h/3_79594037.avif
23,0.9036,36.8769,10.3247,400.0,5.0,5.0,0.5,0.8015,2.0,2562.03,0.3347,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5500.0,https://www.mubawab-media.com/ad/8/298/903F/h/thumb_1266717_property_xlarge_81921747.avif
23,0.9036,36.8769,10.3247,80.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.2754,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1700.0,https://www.mubawab-media.com/ad/8/295/160F/h/IMG_3766_81879400.avif
1,0.8193,36.899,10.2358,300.0,5.0,5.0,0.5,0.4235,2.0,43985.0,0.3269,4,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4700.0,https://www.mubawab-media.com/ad/8/291/460F/h/thumb_1267246_property_xlarge_81857667.avif
23,0.9036,36.819,10.2358,800.0,5.0,5.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,9000.0,https://www.mubawab-media.com/ad/8/300/477F/h/thumb_1275268_property_large_81937199.avif
16,0.3012,36.4561,10.7376,300.0,5.0,4.0,0.5,0.4552,2.0,154974.0,0.3257,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,2500.0,https://www.mubawab-media.com/ad/8/297/972F/h/IMG_20260115_121322_81909708.avif
23,1.0,36.819,10.2358,500.0,8.0,6.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,10000.0,https://www.mubawab-media.com/ad/8/288/967F/h/356540428_657191065978955_5973148548553568543_n-1024x680_81811487.avif
16,0.3012,36.4561,10.7376,220.0,5.0,2.0,0.5,0.4552,2.0,154974.0,0.3301,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1300.0,https://www.mubawab-media.com/ad/8/014/074F/h/WhatsApp%20Image%202024-11-18%20at%2010.40.15_80973567.avif
23,0.9036,36.819,10.2358,500.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,8000.0,https://www.mubawab-media.com/ad/8/284/254F/h/thumb_1237116_property_large_81762205.avif
23,0.9036,36.819,10.2358,1000.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,8500.0,https://www.mubawab-media.com/ad/8/243/322F/h/thumb_1194849_property_large_81315485.avif
16,0.3012,36.4561,10.7376,220.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3152,4,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1700.0,https://www.mubawab-media.com/ad/8/128/100F/h/4f779144-b0f7-4317-959b-327cce9698d2_80140720.avif
16,0.3012,36.4561,10.7376,400.0,6.0,5.0,0.5,0.4552,2.0,154974.0,0.3565,4,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3500.0,https://www.mubawab-media.com/ad/8/286/547F/h/4290c844-9c33-4de2-a8b7-25707e6390d4_81786063.avif
16,0.3012,36.4561,10.7376,150.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3148,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1400.0,https://www.mubawab-media.com/ad/8/302/324F/h/aefb2fa2-3b9e-4415-8f04-27fcc3f659f7_81960006.avif
16,0.3012,36.4561,10.7376,150.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3168,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2000.0,https://www.mubawab-media.com/ad/8/302/680F/h/078cbde3-cb89-4a9b-83a4-6fc71889b0ec_81960329.avif
16,0.3012,36.4561,10.7376,150.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.3152,4,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,900.0,https://www.mubawab-media.com/ad/8/302/698F/h/duplex-mmenajwa-hammamet-image06_81960404.avif
1,0.3494,36.8665,10.1647,180.0,4.0,3.0,0.5,0.5305,2.0,43985.0,0.2939,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3600.0,https://www.mubawab-media.com/ad/8/305/225F/h/5_81985277.avif
23,0.7952,36.819,10.1658,200.0,4.0,4.0,0.5,0.5524,2.0,2562.03,0.3359,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2900.0,https://www.mubawab-media.com/ad/8/303/462F/h/logo1_81968313.avif
23,0.9036,36.8769,10.3247,130.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3176,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1700.0,https://www.mubawab-media.com/ad/8/293/992F/h/58fee84e-5e16-4ee5-bc11-1eae530a2f8d_GF_81863768.avif
23,0.9036,36.8769,10.3247,220.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3351,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2800.0,https://www.mubawab-media.com/ad/8/298/550F/h/ebc2b586-c6af-474f-990f-9bc9dfbfdb31_81918074.avif
3,0.253,36.8,10.1,140.0,3.0,3.0,0.5,0.2793,2.0,110184.0,0.3132,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1300.0,https://www.mubawab-media.com/ad/8/292/739F/h/thumb_1266615_property_large_81850758.avif
23,0.9036,36.8769,10.3247,120.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3305,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.mubawab-media.com/ad/8/217/639F/h/thumb_1163799_property_large_81044536.avif
23,0.9036,36.8769,10.3247,250.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3346,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2350.0,https://www.mubawab-media.com/ad/8/304/823F/h/photo_00_81981085.avif
23,0.9036,36.8769,10.3247,180.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.322,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2350.0,https://www.mubawab-media.com/ad/8/277/051F/h/photo_00_81683886.avif
1,0.3494,36.8665,10.1647,400.0,8.0,4.0,0.5,0.5305,2.0,43985.0,0.3128,4,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,2999.0,https://www.mubawab-media.com/ad/8/267/958F/h/Messenger_creation_1C2FE37C-1F2A-4846-805E-C66294C89B81_121130_81636895.avif
23,0.9036,36.8769,10.3247,300.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.2746,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.mubawab-media.com/ad/8/304/793F/h/3d08c1a7-696c-4a30-b4b3-53c27513ae65_GF_81980776.avif
1,0.8193,36.899,10.2358,320.0,5.0,3.0,0.5,0.4235,2.0,43985.0,0.2766,4,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3400.0,https://www.mubawab-media.com/ad/8/269/347F/h/9_81602064.avif
23,0.2289,36.819,10.2358,220.0,2.0,2.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1234.0,https://www.mubawab-media.com/ad/8/304/715F/h/f725ecbf-db60-4aa4-b6ea-32da9959c187_81980033.avif
23,0.9036,36.8769,10.3247,220.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3369,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5000.0,https://www.mubawab-media.com/ad/8/292/099F/h/2_81844232.avif
16,0.3012,36.4561,10.7376,200.0,4.0,4.0,0.5,0.4552,2.0,154974.0,0.2698,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6000.0,https://www.mubawab-media.com/ad/8/230/656F/h/15_81186549.avif
23,1.0,36.819,10.2358,700.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6800.0,https://www.mubawab-media.com/ad/8/293/020F/h/thumb_1266753_property_large_81853838.avif
23,0.9036,36.8769,10.3247,350.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3288,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6000.0,https://www.mubawab-media.com/ad/8/293/294F/h/5_81856714.avif
1,0.3494,36.8665,10.1647,70.0,3.0,2.0,0.5,0.5305,2.0,43985.0,0.314,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1200.0,https://www.mubawab-media.com/ad/8/294/043F/h/74ba9168-376c-43ef-956c-3642006db932_81864501.avif
1,0.8193,36.899,10.2358,315.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.3392,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4500.0,https://www.mubawab-media.com/ad/7/754/254F/h/thumb_953529_property_xlarge_79258730.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.323,4,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,2900.0,https://www.mubawab-media.com/ad/8/289/479F/h/mc1_81816855.avif
23,0.9036,36.8769,10.3247,200.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.322,4,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,2200.0,https://www.mubawab-media.com/ad/8/283/219F/h/photo_00_81751368.avif
23,0.9036,36.8769,10.3247,180.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3342,4,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2200.0,https://www.mubawab-media.com/ad/8/283/210F/h/photo_00_81751292.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3224,4,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,2250.0,https://www.mubawab-media.com/ad/8/270/413F/h/photo_00_81613052.avif
3,0.2771,36.7533,10.2283,150.0,2.0,2.0,0.5,0.4302,2.0,114262.5,0.279,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,800.0,https://www.mubawab-media.com/ad/8/304/582F/h/8da914bd-6a14-4ff7-8b03-aff94c6b474d_81978952.avif
23,0.7952,36.819,10.1658,130.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3108,4,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,2050.0,https://www.mubawab-media.com/ad/8/287/719F/h/WhatsApp%20Image%202026-01-13%20at%2015.59.34_81798379.avif
23,0.7952,36.819,10.1658,120.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.2766,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1600.0,https://www.mubawab-media.com/ad/8/287/737F/h/0fc1700f-8608-4d3c-86be-4d0e08b36d6a_81798520.avif
3,0.2108,36.7533,10.2283,220.0,3.0,4.0,0.5,0.2965,2.0,114262.5,0.2714,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1500.0,https://www.mubawab-media.com/ad/8/304/364F/h/2026-1_81977135.avif
23,0.9036,36.8769,10.3247,220.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.2824,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6500.0,https://www.mubawab-media.com/ad/8/148/309F/h/immobilier-location-villa-gammarth%20%2828%29_80330891.avif
16,0.3012,36.4561,10.7376,120.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.275,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2000.0,https://www.mubawab-media.com/ad/8/235/312F/h/f7876c73-92e5-48a5-a4da-2478603fd7bc_81234443.avif
16,0.3012,36.4561,10.7376,100.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.2742,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1200.0,https://www.mubawab-media.com/ad/8/003/051F/h/b800b6a4-9310-4bc1-a504-8e1d98c454cb_79207442.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.284,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3200.0,https://www.mubawab-media.com/ad/8/293/840F/h/1_81862124.avif
23,1.0,36.8528,10.3247,300.0,5.0,4.0,0.5,0.5388,2.0,2562.03,0.3176,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7000.0,https://www.mubawab-media.com/ad/8/285/460F/h/20_81775169.avif
23,0.9036,36.8769,10.3247,250.0,6.0,4.0,0.5,0.8015,2.0,2562.03,0.3396,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/304/052F/h/Plan%20de%20travail%202_81973894.avif
23,0.9036,36.8769,10.3247,120.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3675,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1400.0,https://www.mubawab-media.com/ad/8/291/463F/h/WhatsApp%20Image%202026-01-11%20at%2007.23.54_81837724.avif
23,1.0,36.8528,10.3247,250.0,3.0,3.0,0.5,0.5388,2.0,2562.03,0.2746,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4000.0,https://www.mubawab-media.com/ad/8/296/424F/h/thumb_1270280_property_large_81893193.avif
23,0.9036,36.8769,10.3247,120.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3234,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2500.0,https://www.mubawab-media.com/ad/8/233/608F/h/thumb_1183536_property_large_81217026.avif
23,0.9036,36.819,10.2358,350.0,3.0,3.0,0.5,0.517,2.0,43985.0,0.3168,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,https://www.mubawab-media.com/ad/8/301/913F/h/thumb_1277118_property_large_81952259.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2848,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2500.0,https://www.mubawab-media.com/ad/8/302/176F/h/thumb_1277367_property_large_81954999.avif
14,0.2289,36.8,10.1,220.0,7.0,3.0,0.5,0.3307,2.0,110184.0,0.3192,4,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,2200.0,https://www.mubawab-media.com/ad/8/303/390F/h/photo_1_2026-02-13_12-43-04_81967618.avif
23,0.9036,36.8769,10.3247,250.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.316,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/295/265F/h/thumb_1269363_property_large_81880448.avif
23,1.0,36.8528,10.3247,300.0,5.0,4.0,0.5,0.5388,2.0,2562.03,0.3285,4,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,5500.0,https://www.mubawab-media.com/ad/8/303/319F/h/IMG_0151_81966920.avif
16,0.3012,36.4561,10.7376,120.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3289,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,2200.0,https://www.mubawab-media.com/ad/8/290/646F/h/IMG_20260116_104405_81829265.avif
23,0.9036,36.8769,10.3247,150.0,4.0,2.0,0.5,0.8015,2.0,2562.03,0.3214,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2100.0,https://www.mubawab-media.com/ad/8/285/053F/h/maison-individuelle-4-pieces-tunis-1768231107-LM2234_11_original_81770536.avif
16,0.3012,36.4561,10.7376,250.0,6.0,5.0,0.5,0.4552,2.0,154974.0,0.3446,4,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,2300.0,https://www.mubawab-media.com/ad/8/265/636F/h/20231024_154211_81559647.avif
15,0.3012,36.819,10.2358,1400.0,5.0,5.0,0.5,0.517,2.0,43985.0,0.3168,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,https://www.mubawab-media.com/ad/8/289/457F/h/thumb_39770_property_xlarge%20%281%29_81816638.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3274,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3150.0,https://www.mubawab-media.com/ad/8/287/250F/h/4d4b687b-2412-4a2e-9d97-77763a0917ea_GF_81793516.avif
1,0.8193,36.899,10.2358,300.0,4.0,4.0,0.5,0.4235,2.0,43985.0,0.3356,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3700.0,https://www.mubawab-media.com/ad/8/303/182F/h/photo_00_81965179.avif
23,0.9036,36.8769,10.3247,180.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3404,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.mubawab-media.com/ad/8/303/112F/h/c8157803-40e3-4316-a33f-8aa00244737a_WhatsApp%20Image%202026-02-13%20at%2017.07.29_81964485.avif
1,0.3494,36.8665,10.1647,150.0,6.0,5.0,0.5,0.5305,2.0,43985.0,0.3148,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1400.0,https://www.mubawab-media.com/ad/8/303/103F/h/1f4743ac-e2b7-45a2-a12c-509a397b9e84_dd40861e-56b7-4021-9e41-ec70cb967028_81964406.avif
23,0.9036,36.8769,10.3247,200.0,5.0,3.0,0.5,0.8015,2.0,2562.03,0.3258,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.mubawab-media.com/ad/8/254/287F/h/10_81429431.avif
23,0.9036,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3418,4,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2500.0,https://www.mubawab-media.com/ad/8/221/267F/h/1000056732_81893857.avif
23,0.9036,36.8769,10.3247,220.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3407,4,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,3400.0,https://www.mubawab-media.com/ad/8/176/366F/h/1_80625537.avif
23,0.9036,36.8769,10.3247,220.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.299,4,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,7000.0,https://www.mubawab-media.com/ad/8/230/760F/h/IMG-20251006-WA0004%20%281%29_81187764.avif
23,0.9036,36.8769,10.3247,350.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3486,4,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,5500.0,https://www.mubawab-media.com/ad/8/259/769F/h/immobilier-triplex-location-gammarth%20%2826%29_81485234.avif
