gouvernorat_enc,ville_enc,lat,lon,surface_m2,score_attractivite,market_tension,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_vue_mer,has_vue_montagne,prix,image_url,images
16,0.2753,36.4561,10.7376,459.0,0.5,0.4454,154974.0,0.318,1,0,2,0,0,298000.0,https://www.mubawab-media.com/ad/8/128/093F/h/A%20LOUER%20%281%29_80128028.avif,https://www.mubawab-media.com/ad/8/128/093F/h/A%20LOUER%20%281%29_80128028.avif
16,0.2753,36.4561,10.7376,422.0,0.5,0.4454,154974.0,0.3176,1,0,2,0,0,274000.0,https://www.mubawab-media.com/ad/8/164/123F/h/1_80501515.avif,https://www.mubawab-media.com/ad/8/164/123F/h/1_80501515.avif
16,0.2753,36.4561,10.7376,207.0,0.5,0.4454,154974.0,0.316,3,0,2,0,0,310000.0,https://www.mubawab-media.com/ad/8/095/429F/h/thumb_1018119_property_xlarge_79802266.avif,https://www.mubawab-media.com/ad/8/095/429F/h/thumb_1018119_property_xlarge_79802266.avif | https://www.mubawab-media.com/ad/8/095/429F/h/thumb_1018120_property_xlarge_79802267.avif | https://www.mubawab-media.com/ad/8/095/429F/h/thumb_1018121_property_xlarge_79802268.avif
16,0.2753,36.4561,10.7376,8000.0,0.5,0.4454,154974.0,0.3077,1,0,2,0,0,5600000.0,https://www.mubawab-media.com/ad/8/304/345F/h/wooden-yard-sale-sign-over-green-grass-background_392895-656987_81981548.avif,https://www.mubawab-media.com/ad/8/304/345F/h/wooden-yard-sale-sign-over-green-grass-background_392895-656987_81981548.avif
16,0.0756,36.4561,10.7376,295.0,0.5,0.4552,154974.0,0.313,1,0,2,0,0,200000.0,https://www.mubawab-media.com/ad/8/302/965F/h/affiche2_81963033.avif,https://www.mubawab-media.com/ad/8/302/965F/h/affiche2_81963033.avif
16,0.2753,36.4561,10.7376,450.0,0.5,0.4454,154974.0,0.3345,1,0,2,0,0,700000.0,https://www.mubawab-media.com/ad/8/266/147F/h/affiche%20vente2_81564783.avif,https://www.mubawab-media.com/ad/8/266/147F/h/affiche%20vente2_81564783.avif
16,0.0756,36.4561,10.7376,760.0,0.5,0.4552,154974.0,0.32,1,0,2,0,0,1000000.0,https://www.mubawab-media.com/ad/8/158/574F/h/1_80444552.avif,https://www.mubawab-media.com/ad/8/158/574F/h/1_80444552.avif
23,1.0,36.8528,10.3247,1350.0,0.5,0.5388,2562.03,0.2826,1,0,2,0,0,2300000.0,https://www.mubawab-media.com/ad/8/300/346F/h/1000051363_81935858.avif,https://www.mubawab-media.com/ad/8/300/346F/h/1000051363_81935858.avif
23,0.5926,36.8769,10.3247,1348.0,0.5,0.8015,2562.03,0.3471,1,0,2,0,0,5800000.0,https://www.mubawab-media.com/ad/8/300/340F/h/1000051361_81935808.avif,https://www.mubawab-media.com/ad/8/300/340F/h/1000051361_81935808.avif
23,0.5926,36.844,10.3247,595.0,0.5,0.5305,2562.03,0.3176,4,0,2,0,0,890000.0,nan,https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.12.56_5783f9e2_78929349.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.11_a08a4fa5_78929363.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.10_402ab0a0_78929356.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.12.20_007691ed_78929350.avif
16,0.0756,36.4561,10.7376,307.0,0.5,0.4552,154974.0,0.3105,2,0,2,0,0,205690.0,https://www.mubawab-media.com/ad/8/278/180F/h/thumb_1232666_property_xlarge_81696711.avif,https://www.mubawab-media.com/ad/8/278/180F/h/thumb_1232666_property_xlarge_81696711.avif | https://www.mubawab-media.com/ad/8/278/180F/h/thumb_1232667_property_xlarge_81696712.avif
16,0.2753,36.4561,10.7376,254.0,0.5,0.4454,154974.0,0.3105,1,0,2,0,0,266700.0,https://www.mubawab-media.com/ad/8/294/065F/h/thumb_1268217_property_large_81864750.avif,https://www.mubawab-media.com/ad/8/294/065F/h/thumb_1268217_property_large_81864750.avif
16,0.2753,36.4561,10.7376,733.0,0.5,0.4454,154974.0,0.3102,1,0,2,0,0,198000.0,https://www.mubawab-media.com/ad/8/269/214F/h/thumb_1223425_property_large_81600541.avif,https://www.mubawab-media.com/ad/8/269/214F/h/thumb_1223425_property_large_81600541.avif
16,0.2753,36.4561,10.7376,368.0,0.5,0.4454,154974.0,0.3168,1,0,2,0,0,460000.0,https://www.mubawab-media.com/ad/8/217/845F/h/thumb_1164286_property_large_81046748.avif,https://www.mubawab-media.com/ad/8/217/845F/h/thumb_1164286_property_large_81046748.avif
16,0.2753,36.4561,10.7376,386.0,0.5,0.4454,154974.0,0.3176,1,0,2,0,0,335000.0,https://www.mubawab-media.com/ad/8/001/175F/h/thumb_899081_property_large_78870385.avif,https://www.mubawab-media.com/ad/8/001/175F/h/thumb_899081_property_large_78870385.avif
14,0.0068,33.3549,10.5055,1473.0,0.5,0.4303,106845.0,0.316,2,0,2,0,0,310000.0,https://www.mubawab-media.com/ad/8/245/810F/h/69b119d0-f03e-4c9d-a893-347d10055876_81343422.avif,https://www.mubawab-media.com/ad/8/245/810F/h/69b119d0-f03e-4c9d-a893-347d10055876_81343422.avif | https://www.mubawab-media.com/ad/8/245/810F/h/5452e997-9092-4055-909b-bfb8cedfdb562_81343423.avif
1,0.4498,36.8665,10.1647,600.0,0.5,0.5305,43985.0,0.2754,1,0,2,0,0,950000.0,https://www.mubawab-media.com/ad/8/247/827F/h/IMG_1519_81682546.avif,https://www.mubawab-media.com/ad/8/247/827F/h/IMG_1519_81682546.avif
23,0.5926,36.8769,10.3247,400.0,0.5,0.8015,2562.03,0.325,1,0,2,0,0,1200000.0,https://www.mubawab-media.com/ad/8/293/971F/h/thumb_1268026_property_large_81863516.avif,https://www.mubawab-media.com/ad/8/293/971F/h/thumb_1268026_property_large_81863516.avif
16,0.0756,36.4561,10.7376,230.0,0.5,0.4552,154974.0,0.2714,4,0,2,0,0,39001.0,https://www.mubawab-media.com/ad/8/031/720F/h/_MG_5235_79175662.avif,https://www.mubawab-media.com/ad/8/031/720F/h/_MG_5235_79175662.avif | https://www.mubawab-media.com/ad/8/031/720F/h/_MG_5236_79175663.avif | https://www.mubawab-media.com/ad/8/031/720F/h/_MG_5237_79175664.avif | https://www.mubawab-media.com/ad/8/031/720F/h/_MG_5238_79175665.avif
16,0.0756,36.4561,10.7376,204.0,0.5,0.4552,154974.0,0.3184,1,0,2,0,0,150000.0,https://www.mubawab-media.com/ad/8/254/542F/h/thumb_1209509_property_large_81431916.avif,https://www.mubawab-media.com/ad/8/254/542F/h/thumb_1209509_property_large_81431916.avif
16,0.1533,36.4561,10.7376,2116.0,0.5,0.2383,154974.0,0.314,1,0,2,0,0,360000.0,https://www.mubawab-media.com/ad/8/256/655F/h/thumb_1213267_property_large_81453998.avif,https://www.mubawab-media.com/ad/8/256/655F/h/thumb_1213267_property_large_81453998.avif
16,0.1533,36.4561,10.7376,311.0,0.5,0.2383,154974.0,0.3164,1,0,2,0,0,95000.0,https://www.mubawab-media.com/ad/7/876/507F/h/Plan%20lottisement_69583228.avif,https://www.mubawab-media.com/ad/7/876/507F/h/Plan%20lottisement_69583228.avif
16,0.2753,36.4561,10.7376,3400.0,0.5,0.4454,154974.0,0.3156,1,0,2,0,0,1700000.0,https://www.mubawab-media.com/ad/8/173/785F/h/Brown%20Simple%20Home%20For%20Sale%20Facebook%20Post_80599463.avif,https://www.mubawab-media.com/ad/8/173/785F/h/Brown%20Simple%20Home%20For%20Sale%20Facebook%20Post_80599463.avif
16,0.1533,36.4561,10.7376,4467.0,0.5,0.2383,154974.0,0.3152,1,0,2,0,0,760000.0,https://www.mubawab-media.com/ad/8/256/660F/h/thumb_1213297_property_large_81454045.avif,https://www.mubawab-media.com/ad/8/256/660F/h/thumb_1213297_property_large_81454045.avif
16,0.2753,36.4561,10.7376,470.0,0.5,0.4454,154974.0,0.3184,1,0,2,0,0,545000.0,https://www.mubawab-media.com/ad/7/889/239F/h/Brown%20Simple%20Home%20For%20Sale%20Facebook%20Post_79723526.avif,https://www.mubawab-media.com/ad/7/889/239F/h/Brown%20Simple%20Home%20For%20Sale%20Facebook%20Post_79723526.avif
23,1.0,36.8528,10.3247,1500.0,0.5,0.5388,2562.03,0.2758,1,0,2,0,0,3750000.0,https://www.mubawab-media.com/ad/7/815/447F/h/IMG_20231119_215618_60796401.avif,https://www.mubawab-media.com/ad/7/815/447F/h/IMG_20231119_215618_60796401.avif
23,0.5926,36.8769,10.3247,474.0,0.5,0.8015,2562.03,0.2722,1,0,2,0,0,720000.0,https://www.mubawab-media.com/ad/8/220/168F/h/1000026142_81071249.avif,https://www.mubawab-media.com/ad/8/220/168F/h/1000026142_81071249.avif
1,0.4498,36.8665,10.1647,800.0,0.5,0.5305,43985.0,0.2714,1,0,2,0,0,700000.0,https://www.mubawab-media.com/ad/8/304/807F/h/thumb_1280019_property_large_81980887.avif,https://www.mubawab-media.com/ad/8/304/807F/h/thumb_1280019_property_large_81980887.avif
1,0.4514,36.899,10.2358,365.0,0.5,0.4235,43985.0,0.2778,2,0,2,0,0,275000.0,https://www.mubawab-media.com/ad/8/294/477F/h/gallery_81869307.avif,https://www.mubawab-media.com/ad/8/294/477F/h/gallery_81869307.avif | https://www.mubawab-media.com/ad/8/294/477F/h/gallery_81869308.avif
1,0.4514,36.899,10.2358,500.0,0.5,0.4235,43985.0,0.3176,2,0,2,0,0,700000.0,https://www.mubawab-media.com/ad/8/127/986F/h/logo_80986427.avif,https://www.mubawab-media.com/ad/8/127/986F/h/logo_80986427.avif | https://www.mubawab-media.com/ad/8/127/986F/h/jr_80127049.avif
23,0.5926,36.844,10.3247,595.0,0.5,0.5305,2562.03,0.3176,4,0,2,0,0,890000.0,nan,https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.12.56_5783f9e2_78929349.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.11_a08a4fa5_78929363.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.13.10_402ab0a0_78929356.avif | https://www.mubawab-media.com/promotion/4/174F/pictures/h/WhatsApp%20Image%202024-09-16%20%C3%A0%2021.12.20_007691ed_78929350.avif
16,0.0756,36.4561,10.7376,500.0,0.5,0.4552,154974.0,0.2754,4,0,2,0,0,100000.0,https://www.mubawab-media.com/ad/8/296/069F/h/_MG_5321_81889771.avif,https://www.mubawab-media.com/ad/8/296/069F/h/_MG_5321_81889771.avif | https://www.mubawab-media.com/ad/8/296/069F/h/WhatsApp%20Image%202023-12-29%20at%2009.37.08_81889633.avif | https://www.mubawab-media.com/ad/8/296/069F/h/WhatsApp%20Image%202023-12-29%20at%2009.37.15%20%282%29_81889635.avif | https://www.mubawab-media.com/ad/8/296/069F/h/WhatsApp%20Image%202023-12-29%20at%2009.37.15%20%284%29_81889636.avif
1,0.4514,36.899,10.2358,500.0,0.5,0.4235,43985.0,0.2714,2,0,2,0,0,600000.0,https://www.mubawab-media.com/ad/8/291/780F/h/579663627_2010947716335368_5909690461024442496_n_81841048.avif,https://www.mubawab-media.com/ad/8/291/780F/h/579663627_2010947716335368_5909690461024442496_n_81841048.avif | https://www.mubawab-media.com/ad/8/291/780F/h/ChatGPT%20Image%20Feb%204%2C%202026%2C%2004_44_31%20AM_81923365.avif
12,0.1574,35.5047,11.0622,1800.0,0.5,0.4425,1278.45,0.3176,1,0,2,0,0,2700000.0,https://www.mubawab-media.com/ad/8/243/611F/h/thumb_1195288_property_large_81318545.avif,https://www.mubawab-media.com/ad/8/243/611F/h/thumb_1195288_property_large_81318545.avif
1,0.4514,36.899,10.2358,502.0,0.5,0.4235,43985.0,0.3104,1,0,2,0,0,570000.0,https://www.mubawab-media.com/ad/8/266/654F/h/368013582_297544239827586_2822735390022089808_n_81573905.avif,https://www.mubawab-media.com/ad/8/266/654F/h/368013582_297544239827586_2822735390022089808_n_81573905.avif
9,0.1574,36.8,10.1,60.0,0.5,0.1503,110184.0,0.3196,4,0,2,0,0,480000.0,https://www.mubawab-media.com/ad/8/302/659F/h/1b184680-8745-4e76-b46e-8e231516f1d1_GF_81959948.avif,https://www.mubawab-media.com/ad/8/302/659F/h/1b184680-8745-4e76-b46e-8e231516f1d1_GF_81959948.avif | https://www.mubawab-media.com/ad/8/302/659F/h/3c21b51d-dedb-48d2-9440-2177a2b3de12_GF_81959949.avif | https://www.mubawab-media.com/ad/8/302/659F/h/4c0c075f-0a95-4559-b398-636510e9c516_GF_81959950.avif | https://www.mubawab-media.com/ad/8/302/659F/h/7ee3aa64-c172-4788-b214-ed7ab06107ff_GF_81959951.avif
23,0.6007,36.819,10.1658,392.0,0.5,0.3526,2562.03,0.329,3,0,2,0,0,1760000.0,https://www.mubawab-media.com/ad/8/244/511F/h/IMG_5001_81328062.avif,https://www.mubawab-media.com/ad/8/244/511F/h/IMG_5001_81328062.avif | https://www.mubawab-media.com/ad/8/244/511F/h/IMG_5002_81328063.avif | https://www.mubawab-media.com/ad/8/244/511F/h/IMG_5003_81328064.avif
